"Status","Year","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scottish Government","Communications","Female","25","25","[c]","[c]"
"In post","2021","Scottish Government","Communications","Male","10","10","[c]","[c]"
"In post","2021","Scottish Government","Digital, Data and Technology","Female","45","45","40240","35040"
"In post","2021","Scottish Government","Digital, Data and Technology","Male","160","160","39160","35720"
"In post","2021","Scottish Government","Finance","Female","100","95","34650","30930"
"In post","2021","Scottish Government","Finance","Male","35","30","31730","27980"
"In post","2021","Scottish Government","Human Resources","Female","155","140","34400","32890"
"In post","2021","Scottish Government","Human Resources","Male","60","55","36320","34710"
"In post","2021","Scottish Government","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2021","Scottish Government","Legal","Female","470","435","53150","52490"
"In post","2021","Scottish Government","Legal","Male","185","180","54910","54780"
"In post","2021","Scottish Government","Operational Delivery","Female","3515","3220","27810","25870"
"In post","2021","Scottish Government","Operational Delivery","Male","3700","3490","30920","33650"
"In post","2021","Scottish Government","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","Female","270","245","29080","25870"
"In post","2021","Scottish Government","Other","Male","395","365","33390","30930"
"In post","2021","Scottish Government","Policy","Female","30","25","[c]","[c]"
"In post","2021","Scottish Government","Policy","Male","15","15","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","Female","10","10","[c]","[c]"
"In post","2021","Scottish Government","Project Delivery","Male","15","15","[c]","[c]"
"In post","2021","Scottish Government","Property","Female","5","5","[c]","[c]"
"In post","2021","Scottish Government","Property","Male","20","20","[c]","[c]"
"In post","2021","Scottish Government","Psychology","Female","60","60","37340","33650"
"In post","2021","Scottish Government","Psychology","Male","5","5","[c]","[c]"
"In post","2021","Scottish Government","Security","Female","10","5","[c]","[c]"
"In post","2021","Scottish Government","Security","Male","10","10","[c]","[c]"
"In post","2021","Scottish Government","Statistics","Female","10","10","[c]","[c]"
"In post","2021","Scottish Government","Statistics","Male","15","15","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Female","6795","6365","39640","35110"
"In post","2021","Scottish Government","Unknown","Male","5970","5845","40350","35110"
"In post","2021","The National Archives","Commercial","Female","20","15","[c]","[c]"
"In post","2021","The National Archives","Commercial","Male","25","20","[c]","[c]"
"In post","2021","The National Archives","Communications","Female","15","10","[c]","[c]"
"In post","2021","The National Archives","Communications","Male","5","5","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","Female","40","40","39090","36160"
"In post","2021","The National Archives","Digital, Data and Technology","Male","60","60","40710","40000"
"In post","2021","The National Archives","Finance","Female","10","5","[c]","[c]"
"In post","2021","The National Archives","Finance","Male","5","5","[c]","[c]"
"In post","2021","The National Archives","Human Resources","Female","20","15","[c]","[c]"
"In post","2021","The National Archives","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","Female","50","45","34940","31150"
"In post","2021","The National Archives","Knowledge and Information Management","Male","35","35","34930","34000"
"In post","2021","The National Archives","Operational Delivery","Female","95","90","29990","28460"
"In post","2021","The National Archives","Operational Delivery","Male","75","70","28440","23340"
"In post","2021","The National Archives","Other","Female","45","45","42750","35000"
"In post","2021","The National Archives","Other","Male","40","40","43370","36010"
"In post","2021","The National Archives","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","Male","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Communications","Female","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Communications","Male","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","Male","25","25","[c]","[c]"
"In post","2021","UK Export Finance","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Economics","Male","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Finance","Female","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Finance","Male","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","Female","15","15","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","Male","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Legal","Female","15","15","[c]","[c]"
"In post","2021","UK Export Finance","Legal","Male","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","Female","85","80","46370","41620"
"In post","2021","UK Export Finance","Operational Delivery","Male","155","155","57340","51250"
"In post","2021","UK Export Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","Male","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","Female","10","10","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","Male","5","5","[c]","[c]"
"In post","2021","UK Supreme Court","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2021","UK Supreme Court","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Female","15","15","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Male","20","20","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","Female","55","50","36130","30500"
"In post","2021","United Kingdom Statistics Authority","Communications","Male","30","30","39310","36030"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Female","200","195","40370","36310"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Male","390","390","41230","36840"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Economics","Female","55","55","34210","32290"
"In post","2021","United Kingdom Statistics Authority","Economics","Male","90","90","38780","32540"
"In post","2021","United Kingdom Statistics Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Female","35","30","31540","29540"
"In post","2021","United Kingdom Statistics Authority","Finance","Male","25","25","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Female","125","115","36940","31090"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Male","35","35","37860","36030"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","Female","1795","1485","26340","23050"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","Male","1195","1005","26800","23050"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Research","Female","10","10","[c]","[c]"
