"Status","Year","Disability","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","Unknown","90","90","37690","32710"
"In post","2021","Unknown","Teaching Regulation Agency","Department for Education","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Teaching Regulation Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","The National Archives","Heterosexual / straight","30","30","37360","35130"
"In post","2021","Unknown","The National Archives","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","The National Archives","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","The National Archives","The National Archives","Unknown","130","120","35690","31410"
"In post","2021","Unknown","Transport Scotland","Scottish Government","Heterosexual / straight","80","80","48060","46600"
"In post","2021","Unknown","Transport Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Transport Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Transport Scotland","Scottish Government","Unknown","100","100","41960","42620"
"In post","2021","Unknown","UK Export Finance","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Unknown","180","170","34270","33290"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","30","30","37160","30300"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","40","35","40570","39540"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","325","320","31190","23320"
"In post","2021","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Undeclared","55","55","45090","40310"
"In post","2021","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Heterosexual / straight","1065","965","31200","29540"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","LGBO","85","80","31790","29540"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Undeclared","65","55","29890","29540"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","1080","990","30540","29540"
"In post","2021","Unknown","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","40","40","29550","25970"
"In post","2021","Unknown","Valuation Office Agency","HM Revenue and Customs","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","HM Revenue and Customs","Unknown","645","615","28460","25860"
"In post","2021","Unknown","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Vehicle Certification Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Vehicle Certification Agency","Department for Transport","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Wales Office","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","70","65","53690","46000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Welsh Government","Heterosexual / straight","135","125","35800","28850"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Welsh Government","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Welsh Government","Undeclared","40","40","44530","37410"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Welsh Government","Unknown","95","90","37560","28850"
"In post","2021","Unknown","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Welsh Government","Unknown","70","70","45660","43760"
"In post","2021","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"Leaver CS","2021","Declared disabled","Accountant in Bankruptcy","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Accountant in Bankruptcy","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Accountant in Bankruptcy","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
