"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Policy","HEO","Female","Undeclared","365","350","34300","33900"
"In post","2021","Policy","HEO","Female","Unknown","655","635","33510","32940"
"In post","2021","Policy","HEO","Male","Heterosexual / straight","2000","1980","34420","34020"
"In post","2021","Policy","HEO","Male","LGBO","255","255","34080","33860"
"In post","2021","Policy","HEO","Male","Undeclared","330","330","34610","33950"
"In post","2021","Policy","HEO","Male","Unknown","500","495","33760","33570"
"In post","2021","Policy","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","SCS level","Female","Heterosexual / straight","660","620","82640","76700"
"In post","2021","Policy","SCS level","Female","LGBO","40","40","82480","74060"
"In post","2021","Policy","SCS level","Female","Undeclared","50","45","78540","76200"
"In post","2021","Policy","SCS level","Female","Unknown","130","120","90080","79660"
"In post","2021","Policy","SCS level","Male","Heterosexual / straight","685","680","87380","78460"
"In post","2021","Policy","SCS level","Male","LGBO","70","65","88220","78450"
"In post","2021","Policy","SCS level","Male","Undeclared","85","85","83950","77080"
"In post","2021","Policy","SCS level","Male","Unknown","115","115","90910","81390"
"In post","2021","Policy","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","SEO","Female","Heterosexual / straight","2070","1980","41170","40230"
"In post","2021","Policy","SEO","Female","LGBO","140","140","40690","40050"
"In post","2021","Policy","SEO","Female","Undeclared","240","230","41660","40510"
"In post","2021","Policy","SEO","Female","Unknown","485","465","40610","40230"
"In post","2021","Policy","SEO","Male","Heterosexual / straight","1495","1480","41640","40650"
"In post","2021","Policy","SEO","Male","LGBO","185","185","41300","40230"
"In post","2021","Policy","SEO","Male","Undeclared","240","235","42240","41970"
"In post","2021","Policy","SEO","Male","Unknown","430","425","41210","40650"
"In post","2021","Policy","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Policy","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Policy","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AO","Female","Heterosexual / straight","155","145","21710","21130"
"In post","2021","Project Delivery","AO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","AO","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Project Delivery","AO","Female","Unknown","35","30","21800","21430"
"In post","2021","Project Delivery","AO","Male","Heterosexual / straight","65","65","22340","21580"
"In post","2021","Project Delivery","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AO","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Project Delivery","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","EO","Female","Heterosexual / straight","920","870","26540","26670"
"In post","2021","Project Delivery","EO","Female","LGBO","40","40","25490","26180"
"In post","2021","Project Delivery","EO","Female","Undeclared","95","90","27200","26670"
"In post","2021","Project Delivery","EO","Female","Unknown","140","130","26310","26410"
"In post","2021","Project Delivery","EO","Male","Heterosexual / straight","525","515","26500","26670"
"In post","2021","Project Delivery","EO","Male","LGBO","35","35","25960","26670"
"In post","2021","Project Delivery","EO","Male","Undeclared","55","55","26890","26670"
"In post","2021","Project Delivery","EO","Male","Unknown","95","90","26860","26120"
"In post","2021","Project Delivery","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","G6","Female","Heterosexual / straight","350","340","66240","64870"
"In post","2021","Project Delivery","G6","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","G6","Female","Undeclared","50","45","67630","66450"
"In post","2021","Project Delivery","G6","Female","Unknown","60","60","65020","64670"
"In post","2021","Project Delivery","G6","Male","Heterosexual / straight","455","445","67590","66740"
"In post","2021","Project Delivery","G6","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Project Delivery","G6","Male","Undeclared","70","65","67740","66960"
"In post","2021","Project Delivery","G6","Male","Unknown","80","80","67150","65440"
"In post","2021","Project Delivery","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","G7","Female","Heterosexual / straight","1085","1045","53180","53500"
"In post","2021","Project Delivery","G7","Female","LGBO","50","50","53550","52580"
"In post","2021","Project Delivery","G7","Female","Undeclared","110","110","54300","54540"
"In post","2021","Project Delivery","G7","Female","Unknown","240","235","52490","52580"
"In post","2021","Project Delivery","G7","Male","Heterosexual / straight","1285","1270","53860","54540"
"In post","2021","Project Delivery","G7","Male","LGBO","70","70","53580","53200"
"In post","2021","Project Delivery","G7","Male","Undeclared","175","175","54670","54540"
"In post","2021","Project Delivery","G7","Male","Unknown","220","215","52150","52580"
"In post","2021","Project Delivery","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","HEO","Female","Heterosexual / straight","1660","1580","32700","33300"
"In post","2021","Project Delivery","HEO","Female","LGBO","70","65","32710","33130"
"In post","2021","Project Delivery","HEO","Female","Undeclared","190","180","33190","33300"
"In post","2021","Project Delivery","HEO","Female","Unknown","290","275","33210","32790"
"In post","2021","Project Delivery","HEO","Male","Heterosexual / straight","1295","1275","33010","33300"
"In post","2021","Project Delivery","HEO","Male","LGBO","80","75","32910","33300"
"In post","2021","Project Delivery","HEO","Male","Undeclared","175","170","33970","33300"
"In post","2021","Project Delivery","HEO","Male","Unknown","245","245","33130","32790"
"In post","2021","Project Delivery","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS level","Female","Heterosexual / straight","145","140","88810","84160"
"In post","2021","Project Delivery","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS level","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Project Delivery","SCS level","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Project Delivery","SCS level","Male","Heterosexual / straight","185","180","95320","86720"
"In post","2021","Project Delivery","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","SCS level","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Project Delivery","SCS level","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Project Delivery","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SEO","Female","Heterosexual / straight","1585","1515","40100","40260"
"In post","2021","Project Delivery","SEO","Female","LGBO","50","50","39230","38700"
"In post","2021","Project Delivery","SEO","Female","Undeclared","190","185","40660","40580"
"In post","2021","Project Delivery","SEO","Female","Unknown","285","270","39710","39500"
"In post","2021","Project Delivery","SEO","Male","Heterosexual / straight","1715","1685","40670","40580"
"In post","2021","Project Delivery","SEO","Male","LGBO","90","90","39580","40000"
"In post","2021","Project Delivery","SEO","Male","Undeclared","250","240","41460","40580"
"In post","2021","Project Delivery","SEO","Male","Unknown","315","310","40110","39650"
"In post","2021","Project Delivery","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Female","Heterosexual / straight","130","125","38000","36360"
"In post","2021","Project Delivery","Unknown","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Male","Heterosexual / straight","305","300","44840","41480"
"In post","2021","Project Delivery","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Male","Undeclared","50","45","50580","53570"
"In post","2021","Project Delivery","Unknown","Male","Unknown","20","15","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","AA","Female","Heterosexual / straight","130","125","18060","17370"
"In post","2021","Property","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","AA","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Property","AA","Female","Unknown","60","55","18580","18760"
"In post","2021","Property","AA","Male","Heterosexual / straight","270","265","17870","17230"
"In post","2021","Property","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","AA","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Property","AA","Male","Unknown","95","90","17990","17230"
"In post","2021","Property","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","AO","Female","Heterosexual / straight","150","135","22030","21130"
"In post","2021","Property","AO","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Property","AO","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Property","AO","Female","Unknown","45","35","22110","21100"
"In post","2021","Property","AO","Male","Heterosexual / straight","120","115","22150","21140"
"In post","2021","Property","AO","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Property","AO","Male","Undeclared","30","25","[c]","[c]"
"In post","2021","Property","AO","Male","Unknown","30","25","[c]","[c]"
"In post","2021","Property","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","EO","Female","Heterosexual / straight","490","440","27090","26620"
"In post","2021","Property","EO","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Property","EO","Female","Undeclared","70","65","27270","26670"
"In post","2021","Property","EO","Female","Unknown","150","135","26890","26000"
"In post","2021","Property","EO","Male","Heterosexual / straight","500","490","27000","26670"
"In post","2021","Property","EO","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Property","EO","Male","Undeclared","75","75","27460","26670"
"In post","2021","Property","EO","Male","Unknown","170","160","26850","26000"
"In post","2021","Property","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","G6","Female","Heterosexual / straight","70","70","65670","64670"
"In post","2021","Property","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","G6","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Property","G6","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Property","G6","Male","Heterosexual / straight","180","180","66470","65370"
"In post","2021","Property","G6","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Property","G6","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Property","G6","Male","Unknown","35","35","66650","67210"
"In post","2021","Property","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","G7","Female","Heterosexual / straight","215","205","53680","54160"
"In post","2021","Property","G7","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Property","G7","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Property","G7","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Property","G7","Male","Heterosexual / straight","385","375","55110","54550"
"In post","2021","Property","G7","Male","LGBO","15","15","[c]","[c]"
