"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Office of Rail and Road","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","G6/G7","15","15","62460","60010"
"In post","2021","Office of Rail and Road","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","G6/G7","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Operational Delivery","AA/AO","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Operational Delivery","EO","10","10","29180","29510"
"In post","2021","Office of Rail and Road","Operational Delivery","G6/G7","75","70","61810","60950"
"In post","2021","Office of Rail and Road","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Operational Delivery","SEO/HEO","35","35","39990","39590"
"In post","2021","Office of Rail and Road","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Policy","G6/G7","35","35","62800","62800"
"In post","2021","Office of Rail and Road","Policy","SCS level","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Policy","SEO/HEO","25","20","38600","38560"
"In post","2021","Office of Rail and Road","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Science and Engineering","G6/G7","20","20","62820","61870"
"In post","2021","Office of Rail and Road","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Statistics","G6/G7","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Statistics","SEO/HEO","10","10","39030","38840"
"In post","2021","Other Cabinet Office Agencies","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Commercial","EO","55","55","23500","22550"
"In post","2021","Other Cabinet Office Agencies","Commercial","G6/G7","45","45","48090","47760"
"In post","2021","Other Cabinet Office Agencies","Commercial","SCS level","5","5","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Commercial","SEO/HEO","265","260","33250","34800"
"In post","2021","Other Cabinet Office Agencies","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Communications","SEO/HEO","15","15","33050","33750"
"In post","2021","Other Cabinet Office Agencies","Digital, Data and Technology","EO","15","15","24230","23320"
"In post","2021","Other Cabinet Office Agencies","Digital, Data and Technology","G6/G7","45","45","54570","53000"
"In post","2021","Other Cabinet Office Agencies","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Digital, Data and Technology","SEO/HEO","55","50","33170","34800"
"In post","2021","Other Cabinet Office Agencies","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Finance","EO","10","10","23760","23560"
"In post","2021","Other Cabinet Office Agencies","Finance","G6/G7","20","20","53490","51700"
"In post","2021","Other Cabinet Office Agencies","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Finance","SEO/HEO","25","25","36530","37300"
"In post","2021","Other Cabinet Office Agencies","Human Resources","EO","10","10","23900","22750"
"In post","2021","Other Cabinet Office Agencies","Human Resources","G6/G7","15","10","54170","54700"
"In post","2021","Other Cabinet Office Agencies","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Human Resources","SEO/HEO","20","20","33260","32000"
"In post","2021","Other Cabinet Office Agencies","Operational Delivery","AA/AO","25","25","19840","18870"
"In post","2021","Other Cabinet Office Agencies","Operational Delivery","EO","25","25","23540","22230"
"In post","2021","Other Cabinet Office Agencies","Operational Delivery","G6/G7","80","80","54970","54850"
"In post","2021","Other Cabinet Office Agencies","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Operational Delivery","SEO/HEO","75","70","33160","34800"
"In post","2021","Other Cabinet Office Agencies","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Other","G6/G7","20","20","56180","55000"
"In post","2021","Other Cabinet Office Agencies","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Other","SEO/HEO","15","15","37380","37300"
"In post","2021","Other Cabinet Office Agencies","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Planning","G6/G7","5","5","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","G6/G7","40","40","54750","54050"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","SEO/HEO","20","20","34600","34800"
"In post","2021","Other Cabinet Office Agencies","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Science and Engineering","G6/G7","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","SEO/HEO","10","10","35200","35280"
"In post","2021","Scotland Office","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2021","Scotland Office","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2021","Scotland Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Scotland Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Scotland Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","AA/AO","10","10","21820","21690"
"In post","2021","Scotland Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","G6/G7","35","35","60340","61010"
"In post","2021","Scotland Office","Unknown","SCS level","5","5","[c]","[c]"
"In post","2021","Scotland Office","Unknown","SEO/HEO","20","20","39980","41540"
"In post","2021","Scottish Government","Commercial","AA/AO","55","50","23570","24450"
"In post","2021","Scottish Government","Commercial","EO","10","10","30030","29670"
"In post","2021","Scottish Government","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2021","Scottish Government","Commercial","SEO/HEO","25","25","41010","39500"
"In post","2021","Scottish Government","Communications","EO","10","10","[c]","[c]"
"In post","2021","Scottish Government","Communications","G6/G7","5","5","[c]","[c]"
"In post","2021","Scottish Government","Communications","SEO/HEO","20","20","37470","36780"
"In post","2021","Scottish Government","Digital, Data and Technology","AA/AO","20","20","23540","23990"
"In post","2021","Scottish Government","Digital, Data and Technology","EO","65","65","30030","29710"
"In post","2021","Scottish Government","Digital, Data and Technology","G6/G7","30","30","61640","60220"
"In post","2021","Scottish Government","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Digital, Data and Technology","SEO/HEO","90","90","41010","38150"
"In post","2021","Scottish Government","Finance","AA/AO","60","55","23390","24130"
"In post","2021","Scottish Government","Finance","EO","15","15","30740","30080"
"In post","2021","Scottish Government","Finance","G6/G7","15","15","60720","59090"
"In post","2021","Scottish Government","Finance","SEO/HEO","45","45","40140","39500"
"In post","2021","Scottish Government","Human Resources","AA/AO","55","50","22790","22430"
"In post","2021","Scottish Government","Human Resources","EO","50","50","30220","30080"
"In post","2021","Scottish Government","Human Resources","G6/G7","25","25","57410","53110"
"In post","2021","Scottish Government","Human Resources","SEO/HEO","75","75","39100","39500"
"In post","2021","Scottish Government","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Scottish Government","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Legal","EO","5","5","[c]","[c]"
"In post","2021","Scottish Government","Legal","G6/G7","175","165","66580","68470"
"In post","2021","Scottish Government","Legal","SCS level","20","20","87390","83230"
"In post","2021","Scottish Government","Legal","SEO/HEO","450","420","47440","51540"
"In post","2021","Scottish Government","Operational Delivery","AA/AO","2945","2700","22730","22430"
"In post","2021","Scottish Government","Operational Delivery","EO","2965","2785","31330","33650"
"In post","2021","Scottish Government","Operational Delivery","G6/G7","115","115","61710","60220"
"In post","2021","Scottish Government","Operational Delivery","SCS level","10","10","83980","83230"
"In post","2021","Scottish Government","Operational Delivery","SEO/HEO","1175","1095","37630","36780"
"In post","2021","Scottish Government","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Operational Research","EO","[c]","[c]","[c]","[c]"
