"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","Department for Transport","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","Legal","EO","5","5","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","Legal","G6/G7","10","10","60760","57420"
"In post","2021","Legal","Department for Work and Pensions","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","Legal","G6/G7","10","10","62160","60700"
"In post","2021","Legal","Food Standards Agency","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","Legal","SEO/HEO","10","10","35040","34420"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","Legal","AA/AO","15","15","25730","27080"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","Legal","EO","5","5","[c]","[c]"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","Legal","G6/G7","90","70","62840","61010"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","Legal","SCS level","10","10","[c]","[c]"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Legal","HM Land Registry","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Land Registry","Legal","EO","55","50","27620","27130"
"In post","2021","Legal","HM Land Registry","Legal","G6/G7","140","125","64300","65970"
"In post","2021","Legal","HM Land Registry","Legal","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","HM Land Registry","Legal","SEO/HEO","55","50","36760","33840"
"In post","2021","Legal","HM Revenue and Customs","Legal","AA/AO","5","5","[c]","[c]"
"In post","2021","Legal","HM Revenue and Customs","Legal","EO","55","55","27710","28130"
"In post","2021","Legal","HM Revenue and Customs","Legal","G6/G7","195","180","64480","61900"
"In post","2021","Legal","HM Revenue and Customs","Legal","SCS level","15","15","84060","83120"
"In post","2021","Legal","HM Revenue and Customs","Legal","SEO/HEO","115","110","35270","36160"
"In post","2021","Legal","HM Revenue and Customs","Operational Delivery","AA/AO","130","120","22160","21440"
"In post","2021","Legal","HM Revenue and Customs","Operational Delivery","EO","130","115","26860","25560"
"In post","2021","Legal","HM Revenue and Customs","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2021","Legal","HM Revenue and Customs","Operational Delivery","SEO/HEO","125","120","34100","31810"
"In post","2021","Legal","HM Revenue and Customs","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Revenue and Customs","Tax","EO","20","15","27570","28130"
"In post","2021","Legal","HM Revenue and Customs","Tax","G6/G7","85","80","55070","52580"
"In post","2021","Legal","HM Revenue and Customs","Tax","SEO/HEO","245","235","34480","31810"
"In post","2021","Legal","HM Revenue and Customs","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2021","Legal","HM Revenue and Customs","Unknown","EO","15","15","27710","28570"
"In post","2021","Legal","HM Revenue and Customs","Unknown","G6/G7","60","55","62260","59160"
"In post","2021","Legal","HM Revenue and Customs","Unknown","SCS level","10","10","93270","81010"
"In post","2021","Legal","HM Revenue and Customs","Unknown","SEO/HEO","50","50","34710","31810"
"In post","2021","Legal","HM Treasury","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Treasury","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Treasury","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","Legal","EO","5","5","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","Legal","G6/G7","20","20","63460","67550"
"In post","2021","Legal","Ministry of Defence","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","Legal","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Legal","Ministry of Housing, Communities and Local Government","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Legal","EO","30","30","24030","23300"
"In post","2021","Legal","Ministry of Justice","Legal","G6/G7","290","275","59210","57330"
"In post","2021","Legal","Ministry of Justice","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Legal","SEO/HEO","985","880","38920","40850"
"In post","2021","Legal","Ministry of Justice","Legal","Unknown","5","5","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Operational Delivery","AA/AO","15","15","21130","20650"
"In post","2021","Legal","Ministry of Justice","Operational Delivery","EO","55","55","25340","26410"
"In post","2021","Legal","Ministry of Justice","Operational Delivery","G6/G7","15","15","68410","68660"
"In post","2021","Legal","Ministry of Justice","Operational Delivery","SEO/HEO","25","25","35240","35770"
"In post","2021","Legal","Ministry of Justice","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","National Crime Agency","Legal","EO","10","10","[c]","[c]"
"In post","2021","Legal","National Crime Agency","Legal","G6/G7","35","35","62000","59160"
"In post","2021","Legal","National Crime Agency","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","National Crime Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education","Legal","G6/G7","10","10","66590","62810"
"In post","2021","Legal","Office for Standards in Education","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","Legal","G6/G7","65","65","62850","63540"
"In post","2021","Legal","Office of Gas and Electricity Markets","Legal","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Legal","G6/G7","5","5","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","Legal","G6/G7","5","5","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Government","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Government","Legal","EO","5","5","[c]","[c]"
"In post","2021","Legal","Scottish Government","Legal","G6/G7","175","165","66580","68470"
"In post","2021","Legal","Scottish Government","Legal","SCS level","20","20","87390","83230"
"In post","2021","Legal","Scottish Government","Legal","SEO/HEO","450","420","47440","51540"
"In post","2021","Legal","Scottish Government","Operational Delivery","AA/AO","895","785","21680","22820"
"In post","2021","Legal","Scottish Government","Operational Delivery","EO","445","410","28650","29350"
"In post","2021","Legal","Scottish Government","Operational Delivery","G6/G7","35","35","57920","55420"
"In post","2021","Legal","Scottish Government","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","Scottish Government","Operational Delivery","SEO/HEO","210","200","36750","35230"
"In post","2021","Legal","Scottish Government","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Government","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Government","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Government","Policy","SEO/HEO","10","10","36450","35230"
"In post","2021","Legal","UK Export Finance","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","Legal","G6/G7","15","15","75650","76500"
"In post","2021","Legal","UK Export Finance","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Legal","SEO/HEO","10","10","37230","37230"
"In post","2021","Legal","UK Supreme Court","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Operational Delivery","EO","15","10","28060","28810"
"In post","2021","Legal","UK Supreme Court","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","United Kingdom Statistics Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Legal","G6/G7","10","10","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Welsh Government","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Counter Fraud","G6/G7","5","5","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Counter Fraud","SEO/HEO","25","25","39800","40560"
"In post","2021","No function","Attorney General's Departments","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Other","AA/AO","10","10","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Other","EO","10","5","[c]","[c]"
