"Status","Year","Region_ITL1","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Yorkshire and The Humber","North Yorkshire","York","G6/G7","600","565","58050","55610"
"In post","2021","Yorkshire and The Humber","North Yorkshire","York","SCS level","25","25","91310","83370"
"In post","2021","Yorkshire and The Humber","North Yorkshire","York","SEO/HEO","995","960","35570","35700"
"In post","2021","Yorkshire and The Humber","North Yorkshire","York","Unknown","90","85","29630","28200"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","AA/AO","1505","1340","23120","21010"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","EO","940","820","28310","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","G6/G7","30","30","64540","62820"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","SEO/HEO","310","295","37620","35570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","Unknown","210","185","29510","30210"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","AA/AO","1585","1395","20950","21430"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","EO","1795","1635","26350","26000"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","G6/G7","1135","1090","55510","52280"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","SCS level","75","75","79440","75410"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","SEO/HEO","2210","2090","34790","34290"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","Unknown","135","120","28710","28200"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Bradford","AA/AO","1330","1120","20480","20140"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Bradford","EO","955","855","26690","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Bradford","G6/G7","180","170","54880","52580"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Bradford","SCS level","10","10","[c]","[c]"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Bradford","SEO/HEO","505","475","34120","31990"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Bradford","Unknown","125","115","30150","30210"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","AA/AO","235","190","20570","21010"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","EO","610","550","27310","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","G6/G7","15","15","56090","54990"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","SEO/HEO","90","85","34150","32850"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","Unknown","110","100","28530","28200"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Leeds","AA/AO","2745","2535","21880","21010"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Leeds","EO","3010","2820","26470","26160"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Leeds","G6/G7","1680","1610","55480","52580"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Leeds","SCS level","155","145","86350","78660"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Leeds","SEO/HEO","3600","3425","34670","33000"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Leeds","Unknown","225","205","30510","30210"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","AA/AO","760","690","25590","24740"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","EO","505","465","29400","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","G6/G7","40","40","65600","61510"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","SEO/HEO","280","265","38680","37850"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","Unknown","90","85","31330","31000"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","AA/AO","40","[c]","21620","20760"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","AA/AO","15","[c]","19960","20180"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","AA/AO","170","[c]","20060","20180"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","EO","90","[c]","24710","25500"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","G6/G7","30","[c]","56810","55310"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","75","[c]","35660","33840"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","15","[c]","27280","27570"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","AA/AO","100","[c]","20340","20500"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","EO","40","[c]","27090","27570"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","SEO/HEO","15","[c]","34020","33840"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","AA/AO","110","[c]","20470","20100"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","EO","35","[c]","26490","27170"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","SEO/HEO","25","[c]","37400","36000"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","AA/AO","20","[c]","21220","20760"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","EO","10","[c]","27060","27570"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","AA/AO","145","[c]","19300","18880"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","EO","60","[c]","26040","26640"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","SEO/HEO","50","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","AA/AO","140","[c]","20140","20370"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","EO","110","[c]","29070","29930"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","SEO/HEO","50","[c]","35230","34840"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Bedford","AA/AO","55","[c]","23020","21940"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Bedford","EO","15","[c]","26790","27160"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Bedford","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Bedford","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","AA/AO","105","[c]","22960","23520"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","EO","60","[c]","28990","29290"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","G6/G7","20","[c]","61310","60570"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","SEO/HEO","60","[c]","40740","40040"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","5","[c]","[c]","[c]"
