"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","No function","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","The National Archives","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","No function","The National Archives","EO","5","5","[c]","[c]"
"In post","2021","60-64","No function","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","The National Archives","SEO/HEO","10","10","40180","38230"
"In post","2021","60-64","No function","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","UK Hydrographic Office","EO","15","10","28870","29290"
"In post","2021","60-64","No function","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","UK Hydrographic Office","SEO/HEO","20","15","35800","33650"
"In post","2021","60-64","No function","UK Intellectual Property Office","AA/AO","15","15","20810","21140"
"In post","2021","60-64","No function","UK Intellectual Property Office","EO","15","10","26700","27360"
"In post","2021","60-64","No function","UK Intellectual Property Office","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","No function","UK Intellectual Property Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","No function","United Kingdom Statistics Authority","AA/AO","270","175","19700","19520"
"In post","2021","60-64","No function","United Kingdom Statistics Authority","EO","35","35","24650","24030"
"In post","2021","60-64","No function","United Kingdom Statistics Authority","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","No function","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","United Kingdom Statistics Authority","SEO/HEO","40","35","33790","33020"
"In post","2021","60-64","No function","Vehicle Certification Agency","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Vehicle Certification Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Vehicle Certification Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","No function","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Cabinet Office (excl. agencies)","SCS level","10","10","125040","117310"
"In post","2021","60-64","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Defence Electronics and Components Agency","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","Project Delivery","Defence Electronics and Components Agency","EO","40","35","27940","28750"
"In post","2021","60-64","Project Delivery","Defence Electronics and Components Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Defence Equipment and Support","EO","165","150","22970","22330"
"In post","2021","60-64","Project Delivery","Defence Equipment and Support","G6/G7","110","100","58260","56190"
"In post","2021","60-64","Project Delivery","Defence Equipment and Support","SCS level","10","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Defence Equipment and Support","SEO/HEO","475","435","37890","38010"
"In post","2021","60-64","Project Delivery","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Defence Science and Technology Laboratory","EO","10","10","[c]","[c]"
"In post","2021","60-64","Project Delivery","Defence Science and Technology Laboratory","G6/G7","35","30","54800","48970"
"In post","2021","60-64","Project Delivery","Defence Science and Technology Laboratory","SEO/HEO","30","25","33340","31000"
"In post","2021","60-64","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department for Education (excl. agencies)","G6/G7","15","15","59460","60570"
"In post","2021","60-64","Project Delivery","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department for Transport (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","ESTYN","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","35","35","65400","68890"
"In post","2021","60-64","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","10","10","37650","36210"
"In post","2021","60-64","Project Delivery","Forestry and Land Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","HM Courts and Tribunals Service","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","HM Revenue and Customs (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","HM Revenue and Customs (excl. agencies)","EO","70","50","27750","28130"
"In post","2021","60-64","Project Delivery","HM Revenue and Customs (excl. agencies)","G6/G7","90","70","60560","59160"
"In post","2021","60-64","Project Delivery","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","HM Revenue and Customs (excl. agencies)","SEO/HEO","145","110","37880","38630"
"In post","2021","60-64","Project Delivery","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Met Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Ministry of Defence (excl. agencies)","AA/AO","20","15","21670","21130"
"In post","2021","60-64","Project Delivery","Ministry of Defence (excl. agencies)","EO","75","75","27180","26670"
"In post","2021","60-64","Project Delivery","Ministry of Defence (excl. agencies)","G6/G7","50","50","59060","54540"
"In post","2021","60-64","Project Delivery","Ministry of Defence (excl. agencies)","SCS level","10","10","107110","89400"
"In post","2021","60-64","Project Delivery","Ministry of Defence (excl. agencies)","SEO/HEO","255","240","38490","39710"
"In post","2021","60-64","Project Delivery","Ministry of Defence (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Ministry of Justice (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
