"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Office of Qualifications and Examinations Regulation","Statistics","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","Female","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","Female","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","Male","20","15","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","Female","10","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","Female","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Operational Delivery","Female","55","55","45370","43090"
"In post","2021","Office of Rail and Road","Operational Delivery","Male","80","80","58740","59750"
"In post","2021","Office of Rail and Road","Policy","Female","30","30","54660","53400"
"In post","2021","Office of Rail and Road","Policy","Male","35","35","59570","57710"
"In post","2021","Office of Rail and Road","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Science and Engineering","Male","20","20","[c]","[c]"
"In post","2021","Office of Rail and Road","Statistics","Female","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Statistics","Male","15","15","[c]","[c]"
"In post","2021","Office of the Public Guardian","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Legal","Female","10","10","[c]","[c]"
"In post","2021","Office of the Public Guardian","Legal","Male","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Operational Delivery","Female","760","685","21720","19930"
"In post","2021","Office of the Public Guardian","Operational Delivery","Male","590","565","21800","19930"
"In post","2021","Office of the Public Guardian","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Property","Male","5","5","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Unknown","Female","30","30","38960","35110"
"In post","2021","Office of the Scottish Charity Regulator","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Planning Inspectorate","Commercial","Female","5","5","[c]","[c]"
"In post","2021","Planning Inspectorate","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Communications","Male","5","5","[c]","[c]"
"In post","2021","Planning Inspectorate","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2021","Planning Inspectorate","Digital, Data and Technology","Male","30","30","[c]","[c]"
"In post","2021","Planning Inspectorate","Finance","Female","15","10","[c]","[c]"
"In post","2021","Planning Inspectorate","Finance","Male","10","10","[c]","[c]"
"In post","2021","Planning Inspectorate","Human Resources","Female","15","15","[c]","[c]"
"In post","2021","Planning Inspectorate","Human Resources","Male","5","5","[c]","[c]"
"In post","2021","Planning Inspectorate","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2021","Planning Inspectorate","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2021","Planning Inspectorate","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Operational Delivery","Female","170","150","27290","22560"
"In post","2021","Planning Inspectorate","Operational Delivery","Male","170","165","33400","26050"
"In post","2021","Planning Inspectorate","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Planning","Female","20","20","[c]","[c]"
"In post","2021","Planning Inspectorate","Planning","Male","15","15","[c]","[c]"
"In post","2021","Planning Inspectorate","Planning Inspectors","Female","125","110","57850","58810"
"In post","2021","Planning Inspectorate","Planning Inspectors","Male","215","190","57960","58810"
"In post","2021","Planning Inspectorate","Project Delivery","Female","5","5","[c]","[c]"
"In post","2021","Planning Inspectorate","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","Planning Inspectorate","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Statistics","Male","5","5","[c]","[c]"
"In post","2021","Public Health England","Commercial","Female","20","20","[c]","[c]"
"In post","2021","Public Health England","Commercial","Male","20","20","[c]","[c]"
"In post","2021","Public Health England","Communications","Female","45","40","46420","40550"
"In post","2021","Public Health England","Communications","Male","30","30","49140","43880"
"In post","2021","Public Health England","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2021","Public Health England","Digital, Data and Technology","Male","110","110","44400","41690"
"In post","2021","Public Health England","Finance","Female","80","75","38620","33710"
"In post","2021","Public Health England","Finance","Male","65","65","46710","41420"
"In post","2021","Public Health England","Human Resources","Female","105","100","43520","38200"
"In post","2021","Public Health England","Human Resources","Male","30","30","51600","42470"
"In post","2021","Public Health England","Knowledge and Information Management","Female","390","345","38450","36590"
"In post","2021","Public Health England","Knowledge and Information Management","Male","155","150","41700","39110"
"In post","2021","Public Health England","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Female","225","190","103600","101470"
"In post","2021","Public Health England","Medicine","Male","145","125","111220","110680"
"In post","2021","Public Health England","Operational Delivery","Female","2305","2060","37940","33100"
"In post","2021","Public Health England","Operational Delivery","Male","825","775","44070","40070"
"In post","2021","Public Health England","Property","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Property","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Female","1585","1435","39650","37480"
"In post","2021","Public Health England","Science and Engineering","Male","715","690","42690","39110"
"In post","2021","Public Health England","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Statistics","Male","10","10","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","Female","10","10","[c]","[c]"
