"Status","Year","Disability","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Department for International Trade","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Other","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Other","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Policy","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Policy","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Commercial","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Finance","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Finance","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Human Resources","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Other","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Other","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Policy","Female","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Policy","Male","35","35","49730","54380"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Project Delivery","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Project Delivery","Male","10","10","[c]","[c]"
