"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Department of Health and Social Care","SCS level","Male","130","125","96050","91590"
"In post","2021","40-49","Department of Health and Social Care","SEO","Female","390","345","40400","40450"
"In post","2021","40-49","Department of Health and Social Care","SEO","Male","180","180","40610","40620"
"In post","2021","40-49","ESTYN","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","G6","Female","5","5","[c]","[c]"
"In post","2021","40-49","ESTYN","G6","Male","5","5","[c]","[c]"
"In post","2021","40-49","ESTYN","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","EO","Female","15","15","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","EO","Male","65","65","27150","26750"
"In post","2021","40-49","Food Standards Agency","G6","Female","5","5","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","G6","Male","10","10","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","G7","Female","40","40","53990","52070"
"In post","2021","40-49","Food Standards Agency","G7","Male","30","30","54150","54880"
"In post","2021","40-49","Food Standards Agency","HEO","Female","35","35","32050","31500"
"In post","2021","40-49","Food Standards Agency","HEO","Male","35","35","32040","30810"
"In post","2021","40-49","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","SEO","Female","55","55","39850","39300"
"In post","2021","40-49","Food Standards Agency","SEO","Male","50","50","39580","39410"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","AO","Female","55","50","24790","24750"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","AO","Male","50","50","25600","24750"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","EO","Female","110","100","29630","30500"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","EO","Male","80","80","29410","29710"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","G6","Female","215","205","67140","66980"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","G6","Male","210","205","67010","66680"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","G7","Female","300","285","56430","56440"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","G7","Male","315","310","56550","56130"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","HEO","Female","185","180","35790","34770"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","HEO","Male","230","230","35400","34630"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","SCS level","Female","115","115","83860","78000"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","SCS level","Male","135","135","83880","77210"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","SEO","Female","110","105","42870","42890"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","SEO","Male","120","120","43010","42890"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","AO","Female","190","175","22450","22350"
"In post","2021","40-49","HM Land Registry","AO","Male","115","110","22540","22350"
"In post","2021","40-49","HM Land Registry","EO","Female","290","245","27350","27130"
"In post","2021","40-49","HM Land Registry","EO","Male","100","100","28110","27130"
"In post","2021","40-49","HM Land Registry","G6","Female","10","10","[c]","[c]"
"In post","2021","40-49","HM Land Registry","G6","Male","10","10","[c]","[c]"
"In post","2021","40-49","HM Land Registry","G7","Female","40","40","59710","60090"
"In post","2021","40-49","HM Land Registry","G7","Male","35","35","58920","57000"
"In post","2021","40-49","HM Land Registry","HEO","Female","145","130","34670","33840"
"In post","2021","40-49","HM Land Registry","HEO","Male","105","105","35800","33840"
"In post","2021","40-49","HM Land Registry","SCS level","Female","5","5","[c]","[c]"
"In post","2021","40-49","HM Land Registry","SCS level","Male","10","10","[c]","[c]"
"In post","2021","40-49","HM Land Registry","SEO","Female","110","100","41380","39100"
"In post","2021","40-49","HM Land Registry","SEO","Male","100","100","42540","42360"
"In post","2021","40-49","HM Revenue and Customs","AA","Female","95","65","20100","20070"
"In post","2021","40-49","HM Revenue and Customs","AA","Male","70","65","20070","20070"
"In post","2021","40-49","HM Revenue and Customs","AO","Female","2435","1970","20920","20660"
"In post","2021","40-49","HM Revenue and Customs","AO","Male","1620","1555","20680","20140"
"In post","2021","40-49","HM Revenue and Customs","EO","Female","1710","1505","26260","25560"
"In post","2021","40-49","HM Revenue and Customs","EO","Male","1430","1410","26080","25560"
"In post","2021","40-49","HM Revenue and Customs","G6","Female","280","265","65980","64670"
"In post","2021","40-49","HM Revenue and Customs","G6","Male","350","350","66130","64670"
"In post","2021","40-49","HM Revenue and Customs","G7","Female","650","620","52720","52580"
"In post","2021","40-49","HM Revenue and Customs","G7","Male","805","800","53190","52580"
"In post","2021","40-49","HM Revenue and Customs","HEO","Female","1610","1500","32190","31810"
"In post","2021","40-49","HM Revenue and Customs","HEO","Male","1605","1595","32380","31810"
"In post","2021","40-49","HM Revenue and Customs","SCS level","Female","85","85","86300","78420"
"In post","2021","40-49","HM Revenue and Customs","SCS level","Male","85","85","83000","78000"
"In post","2021","40-49","HM Revenue and Customs","SEO","Female","905","865","38950","38630"
"In post","2021","40-49","HM Revenue and Customs","SEO","Male","935","930","38920","38630"
"In post","2021","40-49","HM Treasury","AO","Female","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","EO","Female","25","20","[c]","[c]"
"In post","2021","40-49","HM Treasury","EO","Male","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","G6","Female","30","30","66900","65090"
"In post","2021","40-49","HM Treasury","G6","Male","40","40","69220","69630"
"In post","2021","40-49","HM Treasury","G7","Female","35","30","55720","55090"
"In post","2021","40-49","HM Treasury","G7","Male","55","55","58620","55840"
"In post","2021","40-49","HM Treasury","HEO","Female","40","40","36510","35150"
"In post","2021","40-49","HM Treasury","HEO","Male","20","20","[c]","[c]"
"In post","2021","40-49","HM Treasury","SCS level","Female","35","30","86580","77450"
"In post","2021","40-49","HM Treasury","SCS level","Male","40","40","86740","81000"
"In post","2021","40-49","HM Treasury","SEO","Female","35","30","43310","42970"
"In post","2021","40-49","HM Treasury","SEO","Male","30","30","[c]","[c]"
"In post","2021","40-49","Home Office","AA","Female","70","55","19400","17990"
"In post","2021","40-49","Home Office","AA","Male","85","85","19040","17990"
"In post","2021","40-49","Home Office","AO","Female","855","705","22370","21430"
"In post","2021","40-49","Home Office","AO","Male","610","585","22460","21430"
"In post","2021","40-49","Home Office","EO","Female","1830","1610","26950","26160"
"In post","2021","40-49","Home Office","EO","Male","1715","1690","26760","25960"
"In post","2021","40-49","Home Office","G6","Female","170","160","68620","68720"
"In post","2021","40-49","Home Office","G6","Male","150","150","70130","68940"
"In post","2021","40-49","Home Office","G7","Female","355","340","57160","57460"
"In post","2021","40-49","Home Office","G7","Male","395","395","57290","57460"
"In post","2021","40-49","Home Office","HEO","Female","740","690","33310","32740"
"In post","2021","40-49","Home Office","HEO","Male","695","690","33020","31960"
"In post","2021","40-49","Home Office","SCS level","Female","70","70","88240","81580"
"In post","2021","40-49","Home Office","SCS level","Male","70","70","90520","81060"
"In post","2021","40-49","Home Office","SEO","Female","615","580","41120","41970"
"In post","2021","40-49","Home Office","SEO","Male","520","520","41010","41970"
"In post","2021","40-49","Home Office","Unknown","Female","40","40","[c]","[c]"
"In post","2021","40-49","Home Office","Unknown","Male","45","45","[c]","[c]"
"In post","2021","40-49","Ministry of Defence","AA","Female","275","255","19300","19560"
"In post","2021","40-49","Ministry of Defence","AA","Male","555","555","19530","19560"
"In post","2021","40-49","Ministry of Defence","AO","Female","1155","1075","22190","21130"
"In post","2021","40-49","Ministry of Defence","AO","Male","925","920","28880","23110"
"In post","2021","40-49","Ministry of Defence","EO","Female","975","910","26870","26670"
"In post","2021","40-49","Ministry of Defence","EO","Male","955","945","28140","26670"
"In post","2021","40-49","Ministry of Defence","G6","Female","165","155","68800","66950"
"In post","2021","40-49","Ministry of Defence","G6","Male","245","240","68720","67220"
"In post","2021","40-49","Ministry of Defence","G7","Female","625","575","55750","54540"
"In post","2021","40-49","Ministry of Defence","G7","Male","940","930","54210","54540"
"In post","2021","40-49","Ministry of Defence","HEO","Female","1125","1055","33780","33300"
"In post","2021","40-49","Ministry of Defence","HEO","Male","1095","1090","33840","33300"
"In post","2021","40-49","Ministry of Defence","SCS level","Female","60","60","88220","79880"
"In post","2021","40-49","Ministry of Defence","SCS level","Male","90","90","88340","85100"
"In post","2021","40-49","Ministry of Defence","SEO","Female","890","835","41270","40580"
"In post","2021","40-49","Ministry of Defence","SEO","Male","1180","1175","41660","40590"
"In post","2021","40-49","Ministry of Defence","Unknown","Female","215","205","42220","39980"
"In post","2021","40-49","Ministry of Defence","Unknown","Male","665","665","43180","39860"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","AO","Female","20","15","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","AO","Male","15","15","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","EO","Female","40","40","27590","27530"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","EO","Male","30","30","27860","27530"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","G6","Female","70","65","63700","63470"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","G6","Male","80","80","64580","64090"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","G7","Female","115","105","52530","53130"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","G7","Male","120","120","51370","53130"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","HEO","Female","80","75","33640","33210"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","HEO","Male","50","50","34330","33960"
