"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Male","Heterosexual / straight","40","[c]","60660","59000"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Male","Unknown","35","[c]","57600","56160"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Male","Heterosexual / straight","70","[c]","38140","38220"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Male","Unknown","40","[c]","37330","37780"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Female","Heterosexual / straight","35","[c]","38280","36910"
"Leaver CS","2021","Finance","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Male","Heterosexual / straight","40","[c]","40710","39890"
"Leaver CS","2021","Finance","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Female","Heterosexual / straight","30","[c]","21750","21370"
"Leaver CS","2021","Human Resources","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Female","Heterosexual / straight","50","[c]","39380","39080"
"Leaver CS","2021","Human Resources","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Male","Heterosexual / straight","35","[c]","37540","37040"
"Leaver CS","2021","Human Resources","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
