"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","SEO/HEO","35","[c]","35280","34400"
"Leaver CS","2021","Asian","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","AA/AO","315","[c]","21950","21010"
"Leaver CS","2021","Asian","Unknown","EO","185","[c]","28750","27760"
"Leaver CS","2021","Asian","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SEO/HEO","70","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","AA/AO","115","[c]","22210","22680"
"Leaver CS","2021","Black","Operational Delivery","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","EO","[c]","[c]","[c]","[c]"
