"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Legal","Legal","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","SEO/HEO","SEO","15","[c]","38480","38690"
"Leaver Dept.","2021","Legal","Operational Delivery","AA/AO","AO","35","[c]","22900","22820"
"Leaver Dept.","2021","Legal","Operational Delivery","EO","EO","15","[c]","26490","26760"
"Leaver Dept.","2021","Legal","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","EO","EO","15","[c]","27050","27350"
"Leaver Dept.","2021","Legal","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Economics","G6/G7","G7","10","[c]","53520","53580"
"Leaver Dept.","2021","No function","Economics","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","G6/G7","G6","15","[c]","62200","62360"
"Leaver Dept.","2021","No function","International Trade","G6/G7","G7","45","[c]","52570","51970"
"Leaver Dept.","2021","No function","International Trade","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","SEO/HEO","HEO","30","[c]","32030","31460"
"Leaver Dept.","2021","No function","International Trade","SEO/HEO","SEO","30","[c]","38610","38540"
"Leaver Dept.","2021","No function","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Knowledge and Information Management","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Delivery","AA/AO","AA","60","[c]","18130","17540"
"Leaver Dept.","2021","No function","Operational Delivery","AA/AO","AO","565","[c]","20660","20420"
"Leaver Dept.","2021","No function","Operational Delivery","EO","EO","245","[c]","24940","24250"
"Leaver Dept.","2021","No function","Operational Delivery","G6/G7","G6","15","[c]","65410","64700"
"Leaver Dept.","2021","No function","Operational Delivery","G6/G7","G7","70","[c]","53600","53380"
"Leaver Dept.","2021","No function","Operational Delivery","SCS level","SCS level","15","[c]","98760","88660"
"Leaver Dept.","2021","No function","Operational Delivery","SEO/HEO","HEO","180","[c]","30750","30850"
"Leaver Dept.","2021","No function","Operational Delivery","SEO/HEO","SEO","85","[c]","40140","38160"
"Leaver Dept.","2021","No function","Operational Delivery","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Research","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","EO","EO","15","[c]","26520","25810"
"Leaver Dept.","2021","No function","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","G6/G7","G7","10","[c]","55010","54960"
"Leaver Dept.","2021","No function","Other","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","SEO/HEO","HEO","15","[c]","34060","32370"
"Leaver Dept.","2021","No function","Other","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Policy","AA/AO","AO","20","[c]","22990","23070"
"Leaver Dept.","2021","No function","Policy","EO","EO","140","[c]","27490","27310"
"Leaver Dept.","2021","No function","Policy","G6/G7","G6","95","[c]","63180","63420"
"Leaver Dept.","2021","No function","Policy","G6/G7","G7","315","[c]","53120","52850"
"Leaver Dept.","2021","No function","Policy","SCS level","SCS level","65","[c]","85130","75410"
"Leaver Dept.","2021","No function","Policy","SEO/HEO","HEO","435","[c]","33210","33120"
"Leaver Dept.","2021","No function","Policy","SEO/HEO","SEO","205","[c]","39520","39250"
"Leaver Dept.","2021","No function","Policy","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","G6/G7","G7","15","[c]","51770","52180"
"Leaver Dept.","2021","No function","Science and Engineering","SEO/HEO","HEO","15","[c]","29610","29060"
"Leaver Dept.","2021","No function","Science and Engineering","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","AA/AO","AO","30","[c]","22800","22650"
"Leaver Dept.","2021","No function","Unknown","EO","EO","70","[c]","27500","27500"
"Leaver Dept.","2021","No function","Unknown","G6/G7","G6","45","[c]","65550","65960"
"Leaver Dept.","2021","No function","Unknown","G6/G7","G7","155","[c]","54910","54700"
"Leaver Dept.","2021","No function","Unknown","SCS level","SCS level","40","[c]","84680","78270"
"Leaver Dept.","2021","No function","Unknown","SEO/HEO","HEO","665","[c]","32030","32000"
"Leaver Dept.","2021","No function","Unknown","SEO/HEO","SEO","40","[c]","40990","40600"
"Leaver Dept.","2021","No function","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","SEO/HEO","HEO","15","[c]","28960","28900"
"Leaver Dept.","2021","Project Delivery","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","EO","EO","15","[c]","21280","20450"
"Leaver Dept.","2021","Project Delivery","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","SEO/HEO","HEO","20","[c]","28510","27540"
"Leaver Dept.","2021","Project Delivery","Other","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","G6/G7","G7","20","[c]","53560","52720"
"Leaver Dept.","2021","Project Delivery","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","EO","EO","35","[c]","25120","25550"
"Leaver Dept.","2021","Project Delivery","Project Delivery","G6/G7","G6","20","[c]","69750","69800"
"Leaver Dept.","2021","Project Delivery","Project Delivery","G6/G7","G7","55","[c]","53660","54480"
"Leaver Dept.","2021","Project Delivery","Project Delivery","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","SEO/HEO","HEO","90","[c]","31550","32420"
"Leaver Dept.","2021","Project Delivery","Project Delivery","SEO/HEO","SEO","65","[c]","40120","40280"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","EO","EO","10","[c]","24260","26940"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","AA/AO","AO","25","[c]","20760","21100"
"Leaver Dept.","2021","Property","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","EO","EO","15","[c]","25640","25860"
"Leaver Dept.","2021","Property","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","SEO/HEO","HEO","20","[c]","32340","33300"
"Leaver Dept.","2021","Property","Property","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
