"Status","Year","Disability","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Science and Engineering","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Science and Engineering","Male","150","150","34710","32450"
"In post","2021","Undeclared","Unknown","Security","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Security","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Social Research","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Female","2575","2310","27660","27570"
"In post","2021","Undeclared","Unknown","Unknown","Male","1815","1760","29040","27570"
"In post","2021","Undeclared","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","Economics","Female","100","95","39130","32650"
"In post","2021","Unknown","Analysis","Economics","Male","200","195","39750","34200"
"In post","2021","Unknown","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Finance","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Intelligence Analysis","Female","85","80","54500","53360"
"In post","2021","Unknown","Analysis","Intelligence Analysis","Male","90","90","53330","53360"
"In post","2021","Unknown","Analysis","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Operational Delivery","Female","80","75","29640","29540"
"In post","2021","Unknown","Analysis","Operational Delivery","Male","75","75","33650","29540"
"In post","2021","Unknown","Analysis","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Operational Research","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Analysis","Operational Research","Male","70","65","42480","40480"
"In post","2021","Unknown","Analysis","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Other","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","Other","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Analysis","Policy","Female","40","40","46390","38000"
"In post","2021","Unknown","Analysis","Policy","Male","30","30","47230","41060"
"In post","2021","Unknown","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Science and Engineering","Female","60","50","33800","30220"
"In post","2021","Unknown","Analysis","Science and Engineering","Male","120","115","40410","37320"
"In post","2021","Unknown","Analysis","Social Research","Female","155","150","35630","36160"
"In post","2021","Unknown","Analysis","Social Research","Male","95","90","34760","32540"
"In post","2021","Unknown","Analysis","Social Research","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Statistics","Female","175","165","38490","36470"
"In post","2021","Unknown","Analysis","Statistics","Male","180","175","39980","37020"
"In post","2021","Unknown","Analysis","Statistics","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Commercial","Female","440","420","37270","35300"
"In post","2021","Unknown","Commercial","Commercial","Male","410","405","39330","36300"
"In post","2021","Unknown","Commercial","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Knowledge and Information Management","Female","30","25","[c]","[c]"
"In post","2021","Unknown","Commercial","Knowledge and Information Management","Male","45","45","41940","36410"
"In post","2021","Unknown","Commercial","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Commercial","Operational Delivery","Male","25","20","[c]","[c]"
"In post","2021","Unknown","Commercial","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","Female","485","470","66830","62770"
"In post","2021","Unknown","Commercial","Unknown","Male","560","560","71180","64500"
"In post","2021","Unknown","Commercial","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Communications","Female","515","495","41280","37640"
"In post","2021","Unknown","Communications","Communications","Male","375","370","42710","38630"
"In post","2021","Unknown","Communications","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Operational Delivery","Female","170","150","28690","25560"
"In post","2021","Unknown","Communications","Operational Delivery","Male","190","185","28670","25560"
"In post","2021","Unknown","Communications","Other","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Communications","Other","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Communications","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Tax","Female","410","395","26680","25560"
"In post","2021","Unknown","Communications","Tax","Male","545","540","26820","25560"
"In post","2021","Unknown","Communications","Unknown","Female","175","170","37230","31810"
"In post","2021","Unknown","Communications","Unknown","Male","145","145","34490","31810"
"In post","2021","Unknown","Counter Fraud","Counter Fraud","Female","45","45","40220","34050"
"In post","2021","Unknown","Counter Fraud","Counter Fraud","Male","80","80","41490","36720"
"In post","2021","Unknown","Counter Fraud","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Intelligence Analysis","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Intelligence Analysis","Male","30","30","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Legal","Female","375","350","29300","28130"
"In post","2021","Unknown","Counter Fraud","Legal","Male","520","505","31680","31810"
"In post","2021","Unknown","Counter Fraud","Operational Delivery","Female","345","305","27750","25560"
"In post","2021","Unknown","Counter Fraud","Operational Delivery","Male","290","280","28210","25560"
"In post","2021","Unknown","Counter Fraud","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Other","Female","30","25","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Other","Male","35","30","36520","31640"
"In post","2021","Unknown","Counter Fraud","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Tax","Female","155","145","34150","31810"
"In post","2021","Unknown","Counter Fraud","Tax","Male","240","230","36770","31810"
"In post","2021","Unknown","Counter Fraud","Unknown","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Debt","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Operational Delivery","Female","585","500","22880","21400"
"In post","2021","Unknown","Debt","Operational Delivery","Male","480","465","23100","20140"
"In post","2021","Unknown","Debt","Tax","Female","340","330","20620","20140"
"In post","2021","Unknown","Debt","Tax","Male","320","315","20450","20140"
"In post","2021","Unknown","Debt","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Debt","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Communications","Female","[c]","[c]","[c]","[c]"
