"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Communications","Male","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Female","55","55","39090","42320"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Male","40","40","39310","40230"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Economics","Female","10","10","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Economics","Male","20","20","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Finance","Female","10","10","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Finance","Male","20","20","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Human Resources","Female","40","40","29300","29060"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Human Resources","Male","15","15","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","Female","225","225","30540","30850"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","Male","110","110","29570","26460"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Operational Research","Female","15","15","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Operational Research","Male","20","20","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Other","Female","20","20","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Other","Male","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Policy","Female","125","125","37970","36800"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Policy","Male","50","50","37790","36800"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Project Delivery","Female","35","35","32780","32870"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Project Delivery","Male","25","25","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Social Research","Female","15","15","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Statistics","Female","20","20","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Statistics","Male","10","10","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Unknown","Female","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Unknown","Male","5","5","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Communications","Female","5","5","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Digital, Data and Technology","Male","20","20","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Human Resources","Female","20","20","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Human Resources","Male","10","10","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Operational Delivery","Female","490","490","31540","32260"
"In post","2021","20-29","National Crime Agency","Operational Delivery","Male","335","335","32640","32770"
"In post","2021","20-29","National Crime Agency","Project Delivery","Female","5","5","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Security","Female","5","5","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","Policy","Female","5","5","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Records of Scotland","Unknown","Female","20","20","[c]","[c]"
"In post","2021","20-29","National Records of Scotland","Unknown","Male","25","25","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Other","Female","5","5","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Policy","Female","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Policy","Male","15","15","[c]","[c]"
"In post","2021","20-29","Office for Budget Responsibility","Economics","Female","5","5","[c]","[c]"
"In post","2021","20-29","Office for Budget Responsibility","Economics","Male","5","5","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","5","5","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","5","5","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Other","Female","35","35","26680","25750"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Other","Male","10","10","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Policy","Female","10","10","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","Female","10","10","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Statistics","Female","10","10","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Statistics","Male","10","10","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Communications","Female","10","10","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Economics","Male","15","15","[c]","[c]"
