"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","No function","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","International Trade","London","85","85","44080","38540"
"In post","2021","Asian","No function","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","International Trade","Overseas","10","10","[c]","[c]"
"In post","2021","Asian","No function","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Knowledge and Information Management","London","45","40","35140","32360"
"In post","2021","Asian","No function","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Knowledge and Information Management","South West (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Knowledge and Information Management","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","No function","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Medicine","East of England","10","10","[c]","[c]"
"In post","2021","Asian","No function","Medicine","London","30","30","99720","99260"
"In post","2021","Asian","No function","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Medicine","South East (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","Medicine","South West (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","Medicine","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Medicine","West Midlands (England)","10","5","[c]","[c]"
"In post","2021","Asian","No function","Medicine","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Asian","No function","Operational Delivery","East Midlands (England)","615","545","24360","21440"
"In post","2021","Asian","No function","Operational Delivery","East of England","220","205","29080","26410"
"In post","2021","Asian","No function","Operational Delivery","London","1710","1605","31420","28500"
"In post","2021","Asian","No function","Operational Delivery","North East (England)","85","75","25130","21440"
"In post","2021","Asian","No function","Operational Delivery","North West (England)","570","515","25610","21440"
"In post","2021","Asian","No function","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2021","Asian","No function","Operational Delivery","Scotland","85","80","33750","24130"
"In post","2021","Asian","No function","Operational Delivery","South East (England)","340","305","28470","25560"
"In post","2021","Asian","No function","Operational Delivery","South West (England)","105","95","26580","22830"
"In post","2021","Asian","No function","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","No function","Operational Delivery","Wales","110","100","24700","21590"
"In post","2021","Asian","No function","Operational Delivery","West Midlands (England)","1260","1175","24870","21530"
"In post","2021","Asian","No function","Operational Delivery","Yorkshire and The Humber","355","320","26770","22920"
"In post","2021","Asian","No function","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Operational Research","South East (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Other","London","100","100","40380","35990"
"In post","2021","Asian","No function","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Other","Scotland","5","5","[c]","[c]"
"In post","2021","Asian","No function","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Other","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Planning","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Planning","London","5","5","[c]","[c]"
"In post","2021","Asian","No function","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Planning","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Policy","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Policy","London","1140","1115","42580","38180"
"In post","2021","Asian","No function","Policy","North East (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","Policy","North West (England)","25","25","[c]","[c]"
"In post","2021","Asian","No function","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Policy","Overseas","55","55","47140","38250"
"In post","2021","Asian","No function","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Policy","South East (England)","10","10","[c]","[c]"
"In post","2021","Asian","No function","Policy","South West (England)","10","5","[c]","[c]"
"In post","2021","Asian","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Policy","West Midlands (England)","75","70","34300","30730"
"In post","2021","Asian","No function","Policy","Yorkshire and The Humber","50","45","38760","34560"
"In post","2021","Asian","No function","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Project Delivery","London","15","15","[c]","[c]"
"In post","2021","Asian","No function","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Project Delivery","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","No function","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Psychology","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","Psychology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Psychology","London","5","5","[c]","[c]"
"In post","2021","Asian","No function","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Psychology","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","Psychology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Psychology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Science and Engineering","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","Science and Engineering","East of England","10","10","[c]","[c]"
"In post","2021","Asian","No function","Science and Engineering","London","155","145","39200","34910"
