"Status","Year","Age","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Finance","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Heterosexual / straight","50","50","22800","21050"
"In post","2021","20-29","Grants Management","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Unknown","180","175","22160","21050"
"In post","2021","20-29","Human Resources","Attorney General's Departments","Heterosexual / straight","40","35","31280","27590"
"In post","2021","20-29","Human Resources","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Cabinet Office","Heterosexual / straight","155","155","30200","28000"
"In post","2021","20-29","Human Resources","Cabinet Office","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","Cabinet Office","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Cabinet Office","Unknown","40","40","29270","27500"
"In post","2021","20-29","Human Resources","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","40","40","32810","27270"
"In post","2021","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Digital, Culture, Media and Sport","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Digital, Culture, Media and Sport","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Education","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Education","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for International Trade","Heterosexual / straight","30","30","36390","32000"
"In post","2021","20-29","Human Resources","Department for International Trade","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for International Trade","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Transport","Heterosexual / straight","40","40","31240","30730"
"In post","2021","20-29","Human Resources","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Transport","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Work and Pensions","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department of Health and Social Care","Heterosexual / straight","65","60","34230","32330"
"In post","2021","20-29","Human Resources","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department of Health and Social Care","Unknown","35","35","29730","27270"
"In post","2021","20-29","Human Resources","Foreign, Commonwealth and Development Office","Heterosexual / straight","35","35","32150","29250"
"In post","2021","20-29","Human Resources","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Foreign, Commonwealth and Development Office","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","HM Land Registry","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","HM Land Registry","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","HM Revenue and Customs","Heterosexual / straight","100","100","33370","31810"
"In post","2021","20-29","Human Resources","HM Revenue and Customs","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","HM Revenue and Customs","Unknown","50","50","29110","26780"
"In post","2021","20-29","Human Resources","HM Treasury","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Ministry of Defence","Heterosexual / straight","185","180","26830","23660"
"In post","2021","20-29","Human Resources","Ministry of Defence","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","Ministry of Defence","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Ministry of Defence","Unknown","35","30","24650","21010"
"In post","2021","20-29","Human Resources","Ministry of Housing, Communities and Local Government","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Ministry of Justice","Heterosexual / straight","65","65","30990","29250"
"In post","2021","20-29","Human Resources","Ministry of Justice","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Ministry of Justice","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","National Crime Agency","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Office for Standards in Education","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Office for Standards in Education","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Other Cabinet Office Agencies","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Scottish Government","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Scottish Government","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","United Kingdom Statistics Authority","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","United Kingdom Statistics Authority","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","United Kingdom Statistics Authority","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Internal Audit","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
