"Status","Year","Organisation","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","Undeclared","70","65","47120","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","Unknown","75","70","40910","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","Heterosexual / straight","445","440","52440","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","LGBO","75","75","46510","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","Undeclared","35","35","49840","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","Unknown","35","35","40940","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","Heterosexual / straight","220","215","42830","38000"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","Unknown","275","265","44040","38550"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","Heterosexual / straight","245","245","43170","37130"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","LGBO","35","35","42340","35050"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","Unknown","330","325","49260","44520"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","Heterosexual / straight","105","100","41930","38510"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","Unknown","35","35","49070","47880"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","Heterosexual / straight","65","65","49940","46660"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Female","Heterosexual / straight","80","75","49590","50810"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Female","Unknown","40","35","50150","44950"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Male","Heterosexual / straight","85","85","52380","51730"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Male","Unknown","85","80","63920","62340"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Female","Heterosexual / straight","615","550","22170","20440"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Female","Undeclared","70","60","23180","19930"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Female","Unknown","90","85","20780","19930"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Male","Heterosexual / straight","450","435","22210","19930"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Male","LGBO","30","30","23040","20550"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Male","Undeclared","60","55","22080","20420"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Male","Unknown","80","75","20980","19930"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","Heterosexual / straight","275","250","42050","40720"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","Unknown","85","75","33280","26050"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","Heterosexual / straight","315","295","48540","47660"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","Undeclared","40","35","45940","47660"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","Unknown","100","90","38030","32780"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Department of Health and Social Care","Female","Heterosexual / straight","3335","3005","40420","36330"
"In post","2021","Public Health England","Department of Health and Social Care","Female","LGBO","135","130","36130","31280"
"In post","2021","Public Health England","Department of Health and Social Care","Female","Undeclared","510","445","42420","37470"
"In post","2021","Public Health England","Department of Health and Social Care","Female","Unknown","815","725","48610","40810"
"In post","2021","Public Health England","Department of Health and Social Care","Male","Heterosexual / straight","1310","1245","46470","39430"
"In post","2021","Public Health England","Department of Health and Social Care","Male","LGBO","145","135","44130","37960"
"In post","2021","Public Health England","Department of Health and Social Care","Male","Undeclared","255","230","50240","41350"
"In post","2021","Public Health England","Department of Health and Social Care","Male","Unknown","400","395","55310","50680"
"In post","2021","Public Health England","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Female","Undeclared","[c]","[c]","[c]","[c]"
