"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Department for Work and Pensions","20","20","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Department of Health and Social Care","15","10","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Home Office","10","10","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Ministry of Defence","20","20","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Ministry of Justice","40","35","29890","30260"
"In post","2021","Undeclared","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Attorney General's Departments","15","15","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Cabinet Office","90","90","45350","40600"
"In post","2021","Undeclared","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","160","155","47270","46880"
"In post","2021","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","20","20","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Department for Education","85","85","46010","42580"
"In post","2021","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs","155","145","37390","33650"
"In post","2021","Undeclared","Undeclared","Department for International Trade","30","30","48600","51970"
"In post","2021","Undeclared","Undeclared","Department for Transport","310","300","32060","29730"
"In post","2021","Undeclared","Undeclared","Department for Work and Pensions","700","660","30460","27570"
"In post","2021","Undeclared","Undeclared","Department of Health and Social Care","175","145","47250","40070"
"In post","2021","Undeclared","Undeclared","Food Standards Agency","25","25","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Foreign, Commonwealth and Development Office","155","150","48650","44110"
"In post","2021","Undeclared","Undeclared","HM Land Registry","140","125","34100","33840"
"In post","2021","Undeclared","Undeclared","HM Revenue and Customs","1545","1425","35230","31810"
"In post","2021","Undeclared","Undeclared","HM Treasury","80","80","44930","41650"
"In post","2021","Undeclared","Undeclared","Home Office","970","910","33790","30410"
"In post","2021","Undeclared","Undeclared","Ministry of Defence","1575","1540","36720","36000"
"In post","2021","Undeclared","Undeclared","Ministry of Housing, Communities and Local Government","60","60","47550","47930"
"In post","2021","Undeclared","Undeclared","Ministry of Justice","885","840","30670","28210"
"In post","2021","Undeclared","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Other Cabinet Office Agencies","15","15","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Scottish Government","60","55","44740","38540"
"In post","2021","Undeclared","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","United Kingdom Statistics Authority","15","15","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Welsh Government","90","85","44280","47000"
"In post","2021","Undeclared","Unknown","Cabinet Office","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Education","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Transport","660","645","42730","37010"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions","95","85","30560","27570"
"In post","2021","Undeclared","Unknown","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Food Standards Agency","45","45","39960","37350"
"In post","2021","Undeclared","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HM Revenue and Customs","240","210","32430","30000"
"In post","2021","Undeclared","Unknown","HM Treasury","45","45","45020","37320"
"In post","2021","Undeclared","Unknown","Home Office","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Ministry of Defence","90","90","35180","33610"
"In post","2021","Undeclared","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Ministry of Justice","765","705","29860","28960"
"In post","2021","Undeclared","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scottish Government","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","Undeclared","White","Attorney General's Departments","80","75","54500","52420"
"In post","2021","Undeclared","White","Cabinet Office","145","145","44800","38580"
"In post","2021","Undeclared","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2021","Undeclared","White","Department for Business, Energy and Industrial Strategy","190","185","44760","40110"
"In post","2021","Undeclared","White","Department for Digital, Culture, Media and Sport","35","35","45500","41850"
"In post","2021","Undeclared","White","Department for Education","225","215","44440","37760"
"In post","2021","Undeclared","White","Department for Environment, Food and Rural Affairs","220","210","36220","32560"
"In post","2021","Undeclared","White","Department for International Trade","30","30","48530","48000"
"In post","2021","Undeclared","White","Department for Transport","535","480","28630","26470"
"In post","2021","Undeclared","White","Department for Work and Pensions","2780","2565","27400","27570"
"In post","2021","Undeclared","White","Department of Health and Social Care","275","245","47340","40680"
"In post","2021","Undeclared","White","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Food Standards Agency","305","300","38280","37350"
"In post","2021","Undeclared","White","Foreign, Commonwealth and Development Office","155","155","49160","45490"
"In post","2021","Undeclared","White","HM Land Registry","80","75","29890","27130"
"In post","2021","Undeclared","White","HM Revenue and Customs","1260","1155","31720","28130"
"In post","2021","Undeclared","White","HM Treasury","195","190","45130","39660"
"In post","2021","Undeclared","White","Home Office","590","540","31450","27370"
"In post","2021","Undeclared","White","Ministry of Defence","2395","2305","32740","29400"
"In post","2021","Undeclared","White","Ministry of Housing, Communities and Local Government","80","75","44390","39790"
"In post","2021","Undeclared","White","Ministry of Justice","6640","6070","31020","31650"
"In post","2021","Undeclared","White","National Crime Agency","5","5","[c]","[c]"
"In post","2021","Undeclared","White","Northern Ireland Office","5","5","[c]","[c]"
"In post","2021","Undeclared","White","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","Undeclared","White","Other Cabinet Office Agencies","15","15","[c]","[c]"
"In post","2021","Undeclared","White","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Government","240","230","37580","33620"
"In post","2021","Undeclared","White","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","United Kingdom Statistics Authority","95","75","27850","25550"
"In post","2021","Undeclared","White","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Welsh Government","85","80","40520","37410"
"In post","2021","Unknown","Asian","Attorney General's Departments","150","140","37080","38000"
"In post","2021","Unknown","Asian","Cabinet Office","15","15","[c]","[c]"
"In post","2021","Unknown","Asian","Chancellor's other departments","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Business, Energy and Industrial Strategy","105","100","38900","34500"
"In post","2021","Unknown","Asian","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Education","85","80","37230","34020"
"In post","2021","Unknown","Asian","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Department for International Trade","50","50","43850","38540"
"In post","2021","Unknown","Asian","Department for Transport","25","25","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Work and Pensions","65","60","29970","27570"
"In post","2021","Unknown","Asian","Department of Health and Social Care","375","360","46110","37880"
"In post","2021","Unknown","Asian","ESTYN","[c]","[c]","[c]","[c]"
