"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Ministry of Justice","Unknown","90","90","42500","40320"
"In post","2021","White","National Crime Agency","Commercial","10","10","[c]","[c]"
"In post","2021","White","National Crime Agency","Communications","20","20","[c]","[c]"
"In post","2021","White","National Crime Agency","Digital, Data and Technology","200","195","42150","39720"
"In post","2021","White","National Crime Agency","Finance","35","30","40040","36740"
"In post","2021","White","National Crime Agency","Human Resources","150","140","40900","39930"
"In post","2021","White","National Crime Agency","Legal","25","25","[c]","[c]"
"In post","2021","White","National Crime Agency","Operational Delivery","3575","3500","39940","37560"
"In post","2021","White","National Crime Agency","Project Delivery","70","65","47270","45480"
"In post","2021","White","National Crime Agency","Property","25","20","[c]","[c]"
"In post","2021","White","National Crime Agency","Security","25","25","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Communications","10","10","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Finance","5","5","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Human Resources","5","5","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Other","5","5","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Policy","55","55","49860","47630"
"In post","2021","White","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Office for Standards in Education","Commercial","10","10","[c]","[c]"
"In post","2021","White","Office for Standards in Education","Communications","30","25","[c]","[c]"
"In post","2021","White","Office for Standards in Education","Digital, Data and Technology","65","60","47570","39850"
"In post","2021","White","Office for Standards in Education","Finance","30","30","[c]","[c]"
"In post","2021","White","Office for Standards in Education","Human Resources","45","45","39430","32010"
"In post","2021","White","Office for Standards in Education","Inspector of Education and Training","715","700","66100","70500"
"In post","2021","White","Office for Standards in Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Office for Standards in Education","Legal","15","15","[c]","[c]"
"In post","2021","White","Office for Standards in Education","Operational Delivery","195","180","29290","25880"
"In post","2021","White","Office for Standards in Education","Other","205","195","28690","25880"
"In post","2021","White","Office for Standards in Education","Policy","45","45","53570","42850"
"In post","2021","White","Office for Standards in Education","Project Delivery","25","25","[c]","[c]"
"In post","2021","White","Office for Standards in Education","Property","10","10","[c]","[c]"
"In post","2021","White","Office for Standards in Education","Social Research","35","35","42030","35010"
"In post","2021","White","Office for Standards in Education","Statistics","95","90","39930","39850"
"In post","2021","White","Office of Gas and Electricity Markets","Communications","20","20","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Corporate Finance","15","15","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Counter Fraud","5","5","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Digital, Data and Technology","55","55","49410","44520"
"In post","2021","White","Office of Gas and Electricity Markets","Economics","30","30","49240","50180"
"In post","2021","White","Office of Gas and Electricity Markets","Finance","30","30","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Human Resources","20","20","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Legal","60","55","64480","63540"
"In post","2021","White","Office of Gas and Electricity Markets","Operational Delivery","130","125","34940","29710"
"In post","2021","White","Office of Gas and Electricity Markets","Other","405","400","44350","37510"
"In post","2021","White","Office of Gas and Electricity Markets","Policy","55","55","37810","34240"
"In post","2021","White","Office of Gas and Electricity Markets","Project Delivery","20","20","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Property","5","5","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Science and Engineering","5","5","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Communications","20","20","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Finance","5","5","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Human Resources","10","10","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Legal","5","5","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Operational Delivery","70","65","46920","40370"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Operational Research","10","10","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Policy","30","30","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Project Delivery","20","20","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Statistics","5","5","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Communications","10","10","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Economics","20","20","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Human Resources","10","5","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Legal","10","10","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Operational Delivery","95","95","55240","55430"
"In post","2021","White","Office of Rail and Road","Policy","45","45","61240","57030"
"In post","2021","White","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Science and Engineering","15","15","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Statistics","10","10","[c]","[c]"
"In post","2021","White","Other Cabinet Office Agencies","Commercial","270","260","34860","34800"
"In post","2021","White","Other Cabinet Office Agencies","Communications","20","20","[c]","[c]"
"In post","2021","White","Other Cabinet Office Agencies","Digital, Data and Technology","80","80","41950","37550"
"In post","2021","White","Other Cabinet Office Agencies","Finance","45","45","46150","40000"
"In post","2021","White","Other Cabinet Office Agencies","Human Resources","35","30","39360","34270"
"In post","2021","White","Other Cabinet Office Agencies","Operational Delivery","150","145","41560","37110"
"In post","2021","White","Other Cabinet Office Agencies","Other","35","35","50710","49700"
"In post","2021","White","Other Cabinet Office Agencies","Planning","10","10","[c]","[c]"
"In post","2021","White","Other Cabinet Office Agencies","Project Delivery","50","50","51640","49700"
"In post","2021","White","Other Cabinet Office Agencies","Property","5","5","[c]","[c]"
