"Status","Year","Age","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Property","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Outside London","Male","55","[c]","34480","33250"
"Leaver CS","2021","60-64","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Outside London","Male","65","[c]","39120","38720"
"Leaver CS","2021","60-64","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Outside London","Male","70","[c]","31260","37100"
"Leaver CS","2021","60-64","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","London","Female","120","[c]","34850","30410"
"Leaver CS","2021","60-64","Unknown","London","Male","135","[c]","49120","41950"
"Leaver CS","2021","60-64","Unknown","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Outside London","Female","1285","[c]","28420","26890"
"Leaver CS","2021","60-64","Unknown","Outside London","Male","810","[c]","32770","27570"
"Leaver CS","2021","60-64","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","London","Female","70","[c]","27020","25120"
"Leaver CS","2021","65+","Operational Delivery","London","Male","75","[c]","35070","29090"
"Leaver CS","2021","65+","Operational Delivery","Outside London","Female","430","[c]","23320","21130"
"Leaver CS","2021","65+","Operational Delivery","Outside London","Male","515","[c]","26470","22220"
"Leaver CS","2021","65+","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Outside London","Female","80","[c]","24840","21130"
"Leaver CS","2021","65+","Other","Outside London","Male","140","[c]","26450","22220"
"Leaver CS","2021","65+","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectors","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Outside London","Male","30","[c]","36350","33630"
"Leaver CS","2021","65+","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Outside London","Male","55","[c]","32300","33630"
"Leaver CS","2021","65+","Psychology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","Outside London","Male","65","[c]","36110","31310"
"Leaver CS","2021","65+","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Outside London","Male","50","[c]","24440","20060"
"Leaver CS","2021","65+","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","Female","110","[c]","33580","30100"
"Leaver CS","2021","65+","Unknown","London","Male","90","[c]","34450","30360"
"Leaver CS","2021","65+","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Outside London","Female","910","[c]","25180","24500"
"Leaver CS","2021","65+","Unknown","Outside London","Male","560","[c]","27540","26530"
"Leaver CS","2021","65+","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","London","Female","40","[c]","35730","33280"
"Leaver Dept.","2021","20-29","Communications","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","London","Female","15","[c]","[c]","[c]"
