"Status","Year","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","Maritime and Coastguard Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Met Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Outside London","250","[c]","29820","26510"
"Leaver CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of the Public Guardian","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Public Health England","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Public Health England","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Prison Service","Outside London","30","[c]","32590","33650"
"Leaver CS","2021","Declared disabled","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Security Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Hydrographic Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Valuation Office Agency","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Animal and Plant Health Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","London","110","[c]","54610","52500"
"Leaver CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Companies House","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","London","70","[c]","51000","46130"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Commercial Service","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Outside London","80","[c]","32770","22220"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service","London","35","[c]","45870","35020"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service","Outside London","130","[c]","45030","52660"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","Outside London","295","[c]","36360","32540"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","Outside London","125","[c]","32040","28650"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","120","[c]","50590","49080"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","10","[c]","[c]","[c]"
