"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Public Health England","15","[c]","45280","40070"
"Leaver CS","2021","Digital, Data & Technology","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Serious Fraud Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","UK Hydrographic Office","15","[c]","35080","35160"
"Leaver CS","2021","Digital, Data & Technology","UK Intellectual Property Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","30","[c]","42100","39240"
"Leaver CS","2021","Digital, Data & Technology","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Equipment and Support","15","[c]","33580","33250"
"Leaver CS","2021","Finance","Defence Science and Technology Laboratory","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","10","[c]","38580","33660"
"Leaver CS","2021","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Courts and Tribunals Service","10","[c]","53970","57760"
"Leaver CS","2021","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence (excl. agencies)","75","[c]","37150","33690"
"Leaver CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice (excl. agencies)","20","[c]","49400","46550"
"Leaver CS","2021","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Public Health England","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Rural Payments Agency","90","[c]","24950","21050"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","35","[c]","37830","27500"
"Leaver CS","2021","Human Resources","Companies House","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Prosecution Service","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Equipment and Support","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","15","[c]","42430","38980"
"Leaver CS","2021","Human Resources","Department for International Trade","10","[c]","39130","36290"
"Leaver CS","2021","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Forestry and Land Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Prison and Probation Service","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","85","[c]","33940","26670"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","25","[c]","37450","32360"
"Leaver CS","2021","Human Resources","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","10","[c]","43060","40380"
"Leaver CS","2021","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","10","[c]","34820","33650"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","20","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","10","[c]","69520","74810"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","20","[c]","53760","52490"
"Leaver CS","2021","Legal","Crown Prosecution Service","250","[c]","43790","51120"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","100","[c]","56270","53290"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","85","[c]","41580","43460"
"Leaver CS","2021","Legal","HM Land Registry","25","[c]","50390","58360"
"Leaver CS","2021","Legal","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","20","[c]","32280","26410"
"Leaver CS","2021","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","10","[c]","28950","24000"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","100","[c]","27690","22820"
"Leaver CS","2021","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
