"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Mixed","Unknown","Science and Engineering","Outside London","20","20","[c]","[c]"
"In post","2021","Mixed","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Security","London","5","5","[c]","[c]"
"In post","2021","Mixed","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","London","480","460","32930","31060"
"In post","2021","Mixed","Unknown","Unknown","Outside London","1290","1195","27810","27570"
"In post","2021","Mixed","Unknown","Unknown","Overseas","10","10","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Mixed","Unknown","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Economics","London","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Statistics","London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Commercial","London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Communications","London","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Tax","Outside London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Legal","London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","London","25","25","[c]","[c]"
