"Status","Year","Disability","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Communications","Public Health England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Food Standards Agency","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Food Standards Agency","Male","30","25","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","Female","205","185","33430","31810"
"In post","2021","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","Male","375","360","36610","32030"
"In post","2021","Undeclared","Counter Fraud","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Serious Fraud Office","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","Female","100","80","23820","21440"
"In post","2021","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","Male","105","100","24540","21440"
"In post","2021","Undeclared","Debt","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Companies House","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department for Education (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department for Education (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department for Transport (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department for Transport (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Female","15","15","[c]","[c]"
