"Status","Year","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Property","The National Archives","The National Archives","10","10","39600","36720"
"In post","2021","Property","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Property","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","35","35","27460","23320"
"In post","2021","Property","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","United Kingdom Statistics Authority","15","15","37400","36030"
"In post","2021","Property","Valuation Office Agency","HM Revenue and Customs","3255","3010","32920","29630"
"In post","2021","Property","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Property","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Property","Wilton Park","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2021","Security","Cabinet Office (excl. agencies)","Cabinet Office","870","835","33080","33300"
"In post","2021","Security","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Security","Companies House","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Security","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Security","Crown Prosecution Service","Attorney General's Departments","20","20","40190","38180"
"In post","2021","Security","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Security","Defence Science and Technology Laboratory","Ministry of Defence","55","55","36070","37320"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","20","20","45070","40220"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education (excl. agencies)","Department for Education","30","30","38400","36640"
"In post","2021","Security","Department for International Trade","Department for International Trade","25","25","41700","38540"
"In post","2021","Security","Driver and Vehicle Licensing Agency","Department for Transport","120","115","30490","26350"
"In post","2021","Security","Driver and Vehicle Standards Agency","Department for Transport","10","10","35790","32380"
"In post","2021","Security","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Security","FCDO Services","Foreign, Commonwealth and Development Office","235","225","35300","32200"
"In post","2021","Security","Food Standards Agency","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","330","325","43190","36450"
"In post","2021","Security","Government Actuary's Department","Chancellor's other departments","5","5","[c]","[c]"
"In post","2021","Security","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Prison and Probation Service","Ministry of Justice","675","670","39330","36720"
"In post","2021","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","185","180","40830","38630"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","6025","5915","29080","25390"
"In post","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","National Crime Agency","40","35","34390","33490"
"In post","2021","Security","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Security","Registers of Scotland","Scottish Government","15","15","41830","36780"
"In post","2021","Security","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Hydrographic Office","Ministry of Defence","10","10","35990","31040"
"In post","2021","Security","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","United Kingdom Statistics Authority","35","35","39190","36030"
"In post","2021","Security","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","Scottish Government","115","105","31670","29190"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Charity Commission","245","235","32470","29160"
"In post","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","10","10","68030","72520"
"In post","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","10","10","49990","35760"
"In post","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","40","40","60170","56580"
"In post","2021","Unknown","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","Ministry of Defence","135","125","37260","35530"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","570","550","51130","46030"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","90950","81415","27650","27570"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","60","60","52120","53360"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","310","290","28110","23170"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","25","25","73170","74550"
"In post","2021","Unknown","Education Scotland","Scottish Government","315","300","55840","61010"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","35","30","41790","34530"
"In post","2021","Unknown","Food Standards Agency","Food Standards Agency","10","10","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","250","245","35100","30650"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","300","295","51940","50430"
"In post","2021","Unknown","Government Internal Audit Agency","HM Treasury","35","30","42090","34090"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","10","10","41910","30290"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","55","55","49900","49700"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","30","30","35120","23400"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","35375","32875","31970","27370"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","1135","1095","48710","41520"
"In post","2021","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","20","20","47610","46100"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","18190","17480","30580","26670"
"In post","2021","Unknown","National Records of Scotland","Scottish Government","435","410","34520","32140"
"In post","2021","Unknown","Office for Budget Responsibility","HM Treasury","35","35","51010","54690"
