"Status","Year","Ethnicity","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Policy","10","10","[c]","[c]"
"In post","2021","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Property","10","10","[c]","[c]"
"In post","2021","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Scottish Government","Unknown","1315","1270","39950","34600"
"In post","2021","Unknown","Scottish Housing Regulator","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Commercial","45","40","26900","25160"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Finance","40","40","28860","25870"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Human Resources","25","25","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Legal","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Operational Delivery","1860","1760","29850","30930"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Other","385","350","29930","27570"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Project Delivery","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","Psychology","50","50","38200","33650"
"In post","2021","Unknown","Scottish Public Pensions Agency","Scottish Government","Unknown","65","60","29880","24110"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","Counter Fraud","75","70","45980","40270"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","Legal","30","30","58850","53710"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Scottish Government","Unknown","215","205","29780","26160"
"In post","2021","Unknown","Standards and Testing Agency","Department for Education","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Unknown","Standards and Testing Agency","Department for Education","Policy","5","5","[c]","[c]"
"In post","2021","Unknown","Student Awards Agency for Scotland","Scottish Government","Unknown","120","115","25580","22230"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","Commercial","10","10","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","Operational Delivery","10","5","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","Project Delivery","30","30","40560","40500"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","Science and Engineering","60","60","33200","31600"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Teaching Regulation Agency","Department for Education","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Unknown","Teaching Regulation Agency","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","The National Archives","Commercial","10","10","[c]","[c]"
"In post","2021","Unknown","The National Archives","The National Archives","Communications","10","10","[c]","[c]"
"In post","2021","Unknown","The National Archives","The National Archives","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2021","Unknown","The National Archives","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","The National Archives","Human Resources","5","5","[c]","[c]"
"In post","2021","Unknown","The National Archives","The National Archives","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2021","Unknown","The National Archives","The National Archives","Operational Delivery","50","45","27390","23340"
"In post","2021","Unknown","The National Archives","The National Archives","Other","20","20","[c]","[c]"
"In post","2021","Unknown","The National Archives","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Transport Scotland","Scottish Government","Unknown","95","95","42020","42190"
"In post","2021","Unknown","UK Export Finance","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Communications","5","5","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Digital, Data and Technology","45","45","37590","35340"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Operational Delivery","135","130","32510","33290"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","60","60","40580","37510"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Finance","5","5","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Legal","5","5","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","220","210","24300","23320"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Policy","25","25","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Project Delivery","10","10","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","90","85","46160","40900"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Communications","25","25","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Digital, Data and Technology","175","175","37830","36030"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Economics","50","50","30920","29540"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Finance","10","10","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Human Resources","25","25","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Operational Delivery","555","465","24360","22130"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Policy","10","10","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Project Delivery","35","35","39150","36510"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Security","10","10","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Social Research","80","80","34120","31920"
