"Status","Year","Disability","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Chinese","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","United Kingdom Statistics Authority","10","5","[c]","[c]"
"In post","2021","Unknown","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Advisory, Conciliation and Arbitration Service","5","5","[c]","[c]"
"In post","2021","Unknown","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Cabinet Office (excl. agencies)","5","5","[c]","[c]"
"In post","2021","Unknown","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Crown Commercial Service","5","5","[c]","[c]"
"In post","2021","Unknown","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Crown Prosecution Service","35","35","35260","27500"
"In post","2021","Unknown","Mixed","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Defence Equipment and Support","5","5","[c]","[c]"
"In post","2021","Unknown","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","20","20","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Education (excl. agencies)","25","25","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for International Trade","20","20","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Transport (excl. agencies)","5","5","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Work and Pensions (excl. agencies)","20","15","[c]","[c]"
"In post","2021","Unknown","Mixed","Department of Health and Social Care (excl. agencies)","30","30","46580","49530"
"In post","2021","Unknown","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","15","15","[c]","[c]"
"In post","2021","Unknown","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","HM Land Registry","25","20","[c]","[c]"
"In post","2021","Unknown","Mixed","HM Prison and Probation Service","15","15","[c]","[c]"
"In post","2021","Unknown","Mixed","HM Revenue and Customs (excl. agencies)","80","75","34050","31810"
"In post","2021","Unknown","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Home Office (incl. agencies)","10","10","[c]","[c]"
"In post","2021","Unknown","Mixed","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Medicines and Healthcare Products Regulatory Agency","40","40","41360","40850"
"In post","2021","Unknown","Mixed","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Ministry of Defence (excl. agencies)","30","30","35110","33650"
"In post","2021","Unknown","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","National Crime Agency","65","65","36860","36410"
"In post","2021","Unknown","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Public Health England","30","30","[c]","[c]"
"In post","2021","Unknown","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Government (excl. agencies)","15","15","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Prison Service","5","5","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","United Kingdom Statistics Authority","40","35","29780","29540"
"In post","2021","Unknown","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Welsh Government (excl. agencies)","5","5","[c]","[c]"
"In post","2021","Unknown","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Crown Prosecution Service","15","10","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Education (excl. agencies)","5","5","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
