"Status","Year","Disability","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Policy","Heterosexual / straight","1320","1290","43330","39600"
"In post","2021","Declared non-disabled","Asian","Policy","LGBO","45","45","45000","40050"
"In post","2021","Declared non-disabled","Asian","Policy","Undeclared","65","60","38320","34600"
"In post","2021","Declared non-disabled","Asian","Policy","Unknown","55","50","45250","41760"
"In post","2021","Declared non-disabled","Asian","Project Delivery","Heterosexual / straight","580","570","40610","37640"
"In post","2021","Declared non-disabled","Asian","Project Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Project Delivery","Undeclared","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Project Delivery","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Property","Heterosexual / straight","160","160","37590","33740"
"In post","2021","Declared non-disabled","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Property","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Property","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Psychology","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Science and Engineering","Heterosexual / straight","370","360","36260","33230"
"In post","2021","Declared non-disabled","Asian","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Science and Engineering","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Science and Engineering","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Security","Heterosexual / straight","200","195","30310","28130"
"In post","2021","Declared non-disabled","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Security","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Social Research","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Statistics","Heterosexual / straight","95","95","40700","38630"
"In post","2021","Declared non-disabled","Asian","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Tax","Heterosexual / straight","895","850","32370","31810"
"In post","2021","Declared non-disabled","Asian","Tax","LGBO","40","35","29730","25600"
"In post","2021","Declared non-disabled","Asian","Tax","Undeclared","50","45","29450","29570"
"In post","2021","Declared non-disabled","Asian","Tax","Unknown","100","95","32190","31810"
"In post","2021","Declared non-disabled","Asian","Unknown","Heterosexual / straight","5190","4835","29830","27570"
"In post","2021","Declared non-disabled","Asian","Unknown","LGBO","105","95","30410","27570"
"In post","2021","Declared non-disabled","Asian","Unknown","Undeclared","335","290","27850","27570"
"In post","2021","Declared non-disabled","Asian","Unknown","Unknown","1215","1010","26830","27570"
"In post","2021","Declared non-disabled","Asian","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Commercial","Heterosexual / straight","120","120","38760","36590"
"In post","2021","Declared non-disabled","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Commercial","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Communications","Heterosexual / straight","65","60","40110","37020"
"In post","2021","Declared non-disabled","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Communications","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Corporate Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Counter Fraud","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Digital, Data and Technology","Heterosexual / straight","285","285","39830","36750"
"In post","2021","Declared non-disabled","Black","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Digital, Data and Technology","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Digital, Data and Technology","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Economics","Heterosexual / straight","45","45","38560","34550"
"In post","2021","Declared non-disabled","Black","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Finance","Heterosexual / straight","285","285","40600","37700"
"In post","2021","Declared non-disabled","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Finance","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Finance","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Human Resources","Heterosexual / straight","195","195","38100","35060"
"In post","2021","Declared non-disabled","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Human Resources","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Inspector of Education and Training","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Intelligence Analysis","Heterosexual / straight","40","35","33120","29080"
"In post","2021","Declared non-disabled","Black","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Internal Audit","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","International Trade","Heterosexual / straight","30","30","44040","38540"
"In post","2021","Declared non-disabled","Black","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Knowledge and Information Management","Heterosexual / straight","55","55","34550","31780"
"In post","2021","Declared non-disabled","Black","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Legal","Heterosexual / straight","255","250","48710","50520"
"In post","2021","Declared non-disabled","Black","Legal","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Legal","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Legal","Unknown","45","45","53410","55190"
"In post","2021","Declared non-disabled","Black","Medicine","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Operational Delivery","Heterosexual / straight","3980","3795","29220","27580"
"In post","2021","Declared non-disabled","Black","Operational Delivery","LGBO","60","55","26070","24120"
"In post","2021","Declared non-disabled","Black","Operational Delivery","Undeclared","205","190","30000","28650"
"In post","2021","Declared non-disabled","Black","Operational Delivery","Unknown","235","215","28890","26630"
"In post","2021","Declared non-disabled","Black","Operational Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Other","Heterosexual / straight","355","345","30360","27870"
"In post","2021","Declared non-disabled","Black","Other","LGBO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Other","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Other","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
