"Status","Year","Disability","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Undeclared","Unknown","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Intelligence Analysis","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Operational Delivery","160","140","29010","27370"
"In post","2021","Declared disabled","Undeclared","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Other","70","65","26450","21580"
"In post","2021","Declared disabled","Undeclared","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Policy","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Project Delivery","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Science and Engineering","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Unknown","670","590","27030","27570"
"In post","2021","Declared disabled","Undeclared","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Statistics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Commercial","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Communications","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Counter Fraud","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Legal","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Tax","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Debt","Operational Delivery","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Finance","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Grants Management","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
