"Status","Year","Region_ITL1","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","East Sussex CC","Male","150","[c]","24100","25850"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","West Surrey","Female","220","[c]","27900","27850"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","West Surrey","Male","160","[c]","30270","27960"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","Female","125","[c]","27570","27570"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","Male","65","[c]","27930","27570"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","Female","70","[c]","26520","27570"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","Male","60","[c]","29420","27570"
"New entrant CS","2021","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Female","95","[c]","27090","27570"
"New entrant CS","2021","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Male","85","[c]","26950","26350"
"New entrant CS","2021","South West (England)","Devon","Devon CC","Female","360","[c]","25770","22850"
"New entrant CS","2021","South West (England)","Devon","Devon CC","Male","330","[c]","26550","24120"
"New entrant CS","2021","South West (England)","Devon","Plymouth","Female","165","[c]","25310","22350"
"New entrant CS","2021","South West (England)","Devon","Plymouth","Male","165","[c]","27970","23540"
"New entrant CS","2021","South West (England)","Devon","Torbay","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Devon","Torbay","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Dorset and Somerset","Bournemouth and Poole","Female","60","[c]","26570","27570"
"New entrant CS","2021","South West (England)","Dorset and Somerset","Bournemouth and Poole","Male","50","[c]","24420","27570"
"New entrant CS","2021","South West (England)","Dorset and Somerset","Dorset CC","Female","95","[c]","25180","22350"
"New entrant CS","2021","South West (England)","Dorset and Somerset","Dorset CC","Male","100","[c]","25140","22850"
"New entrant CS","2021","South West (England)","Dorset and Somerset","Somerset","Female","105","[c]","25230","22920"
"New entrant CS","2021","South West (England)","Dorset and Somerset","Somerset","Male","110","[c]","26810","22680"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","475","[c]","29710","27570"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","665","[c]","33260","29000"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","530","[c]","29110","27570"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","350","[c]","32100","27570"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Female","110","[c]","25760","27570"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Male","70","[c]","26700","27570"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Female","70","[c]","26930","27570"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Female","525","[c]","28450","26350"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Male","385","[c]","31690","27570"
"New entrant CS","2021","Unknown","Unknown","Unknown","Female","520","[c]","30920","27570"
"New entrant CS","2021","Unknown","Unknown","Unknown","Male","375","[c]","34750","27570"
"New entrant CS","2021","Wales","East Wales","Cardiff and Vale of Glamorgan","Female","470","[c]","25200","21010"
"New entrant CS","2021","Wales","East Wales","Cardiff and Vale of Glamorgan","Male","425","[c]","26250","21010"
"New entrant CS","2021","Wales","East Wales","Flintshire and Wrexham","Female","85","[c]","23060","22850"
"New entrant CS","2021","Wales","East Wales","Flintshire and Wrexham","Male","105","[c]","23460","22850"
"New entrant CS","2021","Wales","East Wales","Monmouthshire and Newport","Female","440","[c]","28190","27570"
"New entrant CS","2021","Wales","East Wales","Monmouthshire and Newport","Male","360","[c]","29730","27570"
"New entrant CS","2021","Wales","East Wales","Monmouthshire and Newport","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Wales","East Wales","Powys","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Wales","East Wales","Powys","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","40","[c]","25160","24240"
"New entrant CS","2021","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","Male","35","[c]","25940","21010"
"New entrant CS","2021","Wales","West Wales and The Valleys","Central Valleys","Female","60","[c]","24820","27570"
"New entrant CS","2021","Wales","West Wales and The Valleys","Central Valleys","Male","40","[c]","24500","21010"
"New entrant CS","2021","Wales","West Wales and The Valleys","Conwy and Denbighshire","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","Conwy and Denbighshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","Gwent Valleys","Female","40","[c]","25310","27570"
"New entrant CS","2021","Wales","West Wales and The Valleys","Gwent Valleys","Male","30","[c]","25820","27570"
"New entrant CS","2021","Wales","West Wales and The Valleys","Gwynedd","Female","45","[c]","21420","21010"
"New entrant CS","2021","Wales","West Wales and The Valleys","Gwynedd","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","Isle of Anglesey","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","Isle of Anglesey","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","South West Wales","Female","60","[c]","23330","21050"
"New entrant CS","2021","Wales","West Wales and The Valleys","South West Wales","Male","45","[c]","23870","21430"
"New entrant CS","2021","Wales","West Wales and The Valleys","Swansea","Female","310","[c]","22810","21590"
"New entrant CS","2021","Wales","West Wales and The Valleys","Swansea","Male","250","[c]","25760","21590"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Female","30","[c]","26830","26350"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Female","60","[c]","23040","21010"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Male","45","[c]","26830","27570"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Female","135","[c]","25240","22850"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Male","115","[c]","25790","22850"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Shropshire CC","Female","45","[c]","26990","24920"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Shropshire CC","Male","65","[c]","26680","27570"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","Female","270","[c]","24440","22920"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","Male","205","[c]","24950","23910"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","Female","185","[c]","22220","18880"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","Male","95","[c]","21730","18880"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","Female","90","[c]","32510","27570"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","Male","95","[c]","32710","27570"
"New entrant CS","2021","West Midlands (England)","West Midlands","Birmingham","Female","760","[c]","28090","24830"
"New entrant CS","2021","West Midlands (England)","West Midlands","Birmingham","Male","560","[c]","30640","26350"
"New entrant CS","2021","West Midlands (England)","West Midlands","Coventry","Female","205","[c]","31220","27570"
"New entrant CS","2021","West Midlands (England)","West Midlands","Coventry","Male","140","[c]","32110","27570"
"New entrant CS","2021","West Midlands (England)","West Midlands","Dudley","Female","60","[c]","25500","27570"
"New entrant CS","2021","West Midlands (England)","West Midlands","Dudley","Male","50","[c]","23420","21010"
"New entrant CS","2021","West Midlands (England)","West Midlands","Sandwell","Female","30","[c]","23050","21010"
"New entrant CS","2021","West Midlands (England)","West Midlands","Sandwell","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Solihull","Female","35","[c]","28760","27570"
"New entrant CS","2021","West Midlands (England)","West Midlands","Solihull","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Walsall","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Walsall","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Wolverhampton","Female","45","[c]","24380","27570"
"New entrant CS","2021","West Midlands (England)","West Midlands","Wolverhampton","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","80","[c]","23030","21110"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Male","100","[c]","25500","23540"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","85","[c]","25560","26500"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Male","85","[c]","25630","24880"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Female","45","[c]","22770","21430"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Male","40","[c]","23310","21430"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","Female","100","[c]","27760","27570"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","Male","105","[c]","28210","26350"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","York","Female","200","[c]","30400","26370"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","York","Male","150","[c]","30710","27570"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","Female","175","[c]","23480","22850"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","Male","120","[c]","23930","22850"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","Female","405","[c]","27230","25000"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","Male","330","[c]","29920","25000"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Bradford","Female","145","[c]","25430","27570"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Bradford","Male","125","[c]","25080","21010"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","Female","80","[c]","26220","27570"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","Male","55","[c]","26490","27570"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Leeds","Female","1020","[c]","28720","27570"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Leeds","Male","870","[c]","28870","25560"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","Female","105","[c]","25710","27570"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","Male","90","[c]","26450","27570"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-16, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","","","",""
"Region_ITL2","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","","",""
"","ITL 2 divides into Northern Ireland, counties in England (most grouped), groups of districts in Greater London, groups of unitary authorities in Wales, groups of council areas in Scotland.","","","","","","","",""
"Region_ITL3","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","","",""
"","ITL 3 divides into counties, unitary authorities, or districts in England (some grouped), groups of unitary authorities in Wales, groups of council areas in Scotland, groups of districts in Northern Ireland.","","","","","","","",""
"Sex","Self reported sex.","","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
