"Status","Year","Ethnicity","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","London","Unknown","500","490","45450","42020"
"In post","2021","Unknown","Analysis","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","Outside London","Unknown","410","390","34610","31810"
"In post","2021","Unknown","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Unknown","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","London","Unknown","635","625","70910","65000"
"In post","2021","Unknown","Commercial","Outside London","Heterosexual / straight","40","40","36240","35570"
"In post","2021","Unknown","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Commercial","Outside London","Unknown","885","865","52070","50010"
"In post","2021","Unknown","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Communications","London","Unknown","555","545","44600","41000"
"In post","2021","Unknown","Communications","Outside London","Heterosexual / straight","30","30","28310","25560"
"In post","2021","Unknown","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Communications","Outside London","Unknown","1525","1490","28610","25560"
"In post","2021","Unknown","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","London","Heterosexual / straight","35","35","46000","39150"
"In post","2021","Unknown","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","London","Unknown","390","380","37450","36160"
"In post","2021","Unknown","Counter Fraud","Outside London","Heterosexual / straight","95","85","33520","31810"
"In post","2021","Unknown","Counter Fraud","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Outside London","Undeclared","45","35","32560","31810"
"In post","2021","Unknown","Counter Fraud","Outside London","Unknown","1105","1055","29550","25560"
"In post","2021","Unknown","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","London","Unknown","115","105","26320","24120"
"In post","2021","Unknown","Debt","Outside London","Heterosexual / straight","40","35","24890","25560"
"In post","2021","Unknown","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Debt","Outside London","Unknown","1350","1275","20870","20140"
"In post","2021","Unknown","Digital, Data & Technology","London","Heterosexual / straight","30","30","52640","54700"
"In post","2021","Unknown","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","London","Unknown","585","580","48110","43880"
"In post","2021","Unknown","Digital, Data & Technology","Outside London","Heterosexual / straight","75","70","36650","35820"
"In post","2021","Unknown","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Outside London","Undeclared","85","85","35150","30810"
"In post","2021","Unknown","Digital, Data & Technology","Outside London","Unknown","1685","1650","37800","35000"
"In post","2021","Unknown","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Finance","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Finance","London","Unknown","330","330","45340","40650"
"In post","2021","Unknown","Finance","Outside London","Heterosexual / straight","50","45","31500","25920"
"In post","2021","Unknown","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Outside London","Undeclared","40","35","34020","30630"
"In post","2021","Unknown","Finance","Outside London","Unknown","755","705","31900","28130"
"In post","2021","Unknown","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Outside London","Unknown","685","655","24190","21050"
"In post","2021","Unknown","Human Resources","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","London","Unknown","250","250","41100","35590"
"In post","2021","Unknown","Human Resources","Outside London","Heterosexual / straight","40","35","33290","29840"
"In post","2021","Unknown","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Outside London","Undeclared","35","35","32350","31250"
"In post","2021","Unknown","Human Resources","Outside London","Unknown","580","555","31940","29190"
"In post","2021","Unknown","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","London","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","London","Heterosexual / straight","55","55","53460","54010"
"In post","2021","Unknown","Legal","London","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Legal","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Legal","London","Unknown","725","690","51840","55000"
"In post","2021","Unknown","Legal","Outside London","Heterosexual / straight","125","115","36780","30340"
"In post","2021","Unknown","Legal","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","Outside London","Undeclared","1550","1390","27120","22820"
"In post","2021","Unknown","Legal","Outside London","Unknown","685","635","39260","31980"
"In post","2021","Unknown","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","London","Heterosexual / straight","395","375","41100","35310"
"In post","2021","Unknown","No function","London","LGBO","25","25","[c]","[c]"
"In post","2021","Unknown","No function","London","Undeclared","205","200","40250","35120"
"In post","2021","Unknown","No function","London","Unknown","7355","7210","39380","33300"
"In post","2021","Unknown","No function","Outside London","Heterosexual / straight","1420","1285","28470","26560"
"In post","2021","Unknown","No function","Outside London","LGBO","80","75","30360","27130"
"In post","2021","Unknown","No function","Outside London","Undeclared","680","620","29590","26810"
"In post","2021","Unknown","No function","Outside London","Unknown","20435","19090","26370","23050"
"In post","2021","Unknown","No function","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Overseas","Unknown","150","150","55340","54450"
"In post","2021","Unknown","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Unknown","Unknown","420","420","33570","31060"
"In post","2021","Unknown","Project Delivery","London","Heterosexual / straight","40","35","52980","46880"
"In post","2021","Unknown","Project Delivery","London","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","Unknown","815","795","49890","45970"
"In post","2021","Unknown","Project Delivery","Outside London","Heterosexual / straight","90","85","38390","38630"
"In post","2021","Unknown","Project Delivery","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Outside London","Undeclared","65","60","40970","40210"
"In post","2021","Unknown","Project Delivery","Outside London","Unknown","1625","1575","36000","33300"
"In post","2021","Unknown","Project Delivery","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Overseas","Unknown","145","145","55240","55060"
"In post","2021","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","London","Heterosexual / straight","10","10","[c]","[c]"
