"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Statistics","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","G6/G7","G6","Unknown","15","15","[c]","[c]"
"In post","2021","Statistics","G6/G7","G7","Heterosexual / straight","390","370","54950","54760"
"In post","2021","Statistics","G6/G7","G7","LGBO","25","25","[c]","[c]"
"In post","2021","Statistics","G6/G7","G7","Undeclared","35","30","55510","58130"
"In post","2021","Statistics","G6/G7","G7","Unknown","75","70","53660","53180"
"In post","2021","Statistics","SCS level","SCS level","Heterosexual / straight","40","40","81640","78000"
"In post","2021","Statistics","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","SCS level","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Statistics","SEO/HEO","HEO","Heterosexual / straight","345","335","33530","32540"
"In post","2021","Statistics","SEO/HEO","HEO","LGBO","40","40","33180","32010"
"In post","2021","Statistics","SEO/HEO","HEO","Undeclared","40","40","34290","32830"
"In post","2021","Statistics","SEO/HEO","HEO","Unknown","105","105","32520","31810"
"In post","2021","Statistics","SEO/HEO","SEO","Heterosexual / straight","345","330","40790","40480"
"In post","2021","Statistics","SEO/HEO","SEO","LGBO","35","35","40140","39390"
"In post","2021","Statistics","SEO/HEO","SEO","Undeclared","35","35","39980","40020"
"In post","2021","Statistics","SEO/HEO","SEO","Unknown","85","80","39650","38630"
"In post","2021","Tax","AA/AO","AO","Heterosexual / straight","1230","1150","20300","20140"
"In post","2021","Tax","AA/AO","AO","LGBO","135","130","20190","20140"
"In post","2021","Tax","AA/AO","AO","Undeclared","95","90","20640","20140"
"In post","2021","Tax","AA/AO","AO","Unknown","2325","2205","20240","20140"
"In post","2021","Tax","EO","EO","Heterosexual / straight","2055","1895","26640","25560"
"In post","2021","Tax","EO","EO","LGBO","150","145","26100","25560"
"In post","2021","Tax","EO","EO","Undeclared","280","245","27250","27230"
"In post","2021","Tax","EO","EO","Unknown","1570","1490","26350","25560"
"In post","2021","Tax","G6/G7","G6","Heterosexual / straight","445","420","66600","64670"
"In post","2021","Tax","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2021","Tax","G6/G7","G6","Undeclared","100","95","67610","64670"
"In post","2021","Tax","G6/G7","G6","Unknown","100","95","67040","64670"
"In post","2021","Tax","G6/G7","G7","Heterosexual / straight","1385","1330","53650","52580"
"In post","2021","Tax","G6/G7","G7","LGBO","100","95","53280","52580"
"In post","2021","Tax","G6/G7","G7","Undeclared","220","210","53790","52580"
"In post","2021","Tax","G6/G7","G7","Unknown","350","330","54130","52580"
"In post","2021","Tax","SCS level","SCS level","Heterosexual / straight","65","65","81520","78000"
"In post","2021","Tax","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Tax","SCS level","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Tax","SEO/HEO","HEO","Heterosexual / straight","3190","3015","32860","31810"
"In post","2021","Tax","SEO/HEO","HEO","LGBO","185","180","32550","31810"
"In post","2021","Tax","SEO/HEO","HEO","Undeclared","430","400","33370","31870"
"In post","2021","Tax","SEO/HEO","HEO","Unknown","1515","1445","33130","31810"
"In post","2021","Tax","SEO/HEO","SEO","Heterosexual / straight","1225","1165","39280","38630"
"In post","2021","Tax","SEO/HEO","SEO","LGBO","50","50","39060","38630"
"In post","2021","Tax","SEO/HEO","SEO","Undeclared","190","180","39260","38630"
"In post","2021","Tax","SEO/HEO","SEO","Unknown","365","345","39380","38630"
"In post","2021","Unknown","AA/AO","AA","Heterosexual / straight","815","745","21060","21150"
"In post","2021","Unknown","AA/AO","AA","LGBO","80","75","20920","21150"
"In post","2021","Unknown","AA/AO","AA","Undeclared","65","60","20900","20230"
"In post","2021","Unknown","AA/AO","AA","Unknown","695","635","21350","22230"
"In post","2021","Unknown","AA/AO","AO","Heterosexual / straight","19280","16860","21290","21010"
"In post","2021","Unknown","AA/AO","AO","LGBO","1220","1155","21360","21010"
"In post","2021","Unknown","AA/AO","AO","Undeclared","2680","2305","21230","21010"
"In post","2021","Unknown","AA/AO","AO","Unknown","9525","8015","21360","21010"
"In post","2021","Unknown","EO","EO","Heterosexual / straight","34780","31845","28080","27570"
"In post","2021","Unknown","EO","EO","LGBO","2270","2190","28070","27570"
"In post","2021","Unknown","EO","EO","Undeclared","3975","3575","28040","27570"
"In post","2021","Unknown","EO","EO","Unknown","12195","10835","28050","27570"
"In post","2021","Unknown","G6/G7","G6","Heterosexual / straight","1830","1775","68780","68050"
"In post","2021","Unknown","G6/G7","G6","LGBO","120","115","68060","66720"
"In post","2021","Unknown","G6/G7","G6","Undeclared","175","170","68940","68630"
"In post","2021","Unknown","G6/G7","G6","Unknown","860","835","71700","70730"
"In post","2021","Unknown","G6/G7","G7","Heterosexual / straight","4160","4015","55090","54700"
"In post","2021","Unknown","G6/G7","G7","LGBO","310","300","55230","54700"
"In post","2021","Unknown","G6/G7","G7","Undeclared","400","390","55620","54700"
"In post","2021","Unknown","G6/G7","G7","Unknown","1780","1720","54980","54700"
"In post","2021","Unknown","SCS level","SCS level","Heterosexual / straight","860","840","93500","83230"
"In post","2021","Unknown","SCS level","SCS level","LGBO","55","55","85330","78000"
"In post","2021","Unknown","SCS level","SCS level","Undeclared","65","65","91240","83230"
"In post","2021","Unknown","SCS level","SCS level","Unknown","675","665","89290","77920"
"In post","2021","Unknown","SEO/HEO","HEO","Heterosexual / straight","8490","8075","33620","33180"
"In post","2021","Unknown","SEO/HEO","HEO","LGBO","625","610","33490","32650"
"In post","2021","Unknown","SEO/HEO","HEO","Undeclared","870","835","33780","33300"
"In post","2021","Unknown","SEO/HEO","HEO","Unknown","4675","4540","32410","32000"
"In post","2021","Unknown","SEO/HEO","SEO","Heterosexual / straight","4595","4410","40590","39960"
"In post","2021","Unknown","SEO/HEO","SEO","LGBO","285","275","40040","39660"
"In post","2021","Unknown","SEO/HEO","SEO","Undeclared","425","410","40330","40310"
"In post","2021","Unknown","SEO/HEO","SEO","Unknown","1565","1495","41360","40600"
"In post","2021","Unknown","Unknown","Unknown","Heterosexual / straight","190","185","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","G7","Heterosexual / straight","75","75","54200","53820"
"In post","2021","Veterinarian","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","G7","Unknown","20","15","[c]","[c]"
"In post","2021","Veterinarian","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","SEO","Heterosexual / straight","185","175","40650","37910"
"In post","2021","Veterinarian","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","SEO","Undeclared","45","45","41560","37910"
"In post","2021","Veterinarian","SEO/HEO","SEO","Unknown","45","40","40400","37480"
"Leaver CS","2021","Commercial","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","SEO","Heterosexual / straight","45","[c]","40350","40370"
"Leaver CS","2021","Commercial","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","HEO","Heterosexual / straight","50","[c]","33210","32750"
"Leaver CS","2021","Communications","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
